"No.","Uniprot_id","Organism","Chembl_id","OpenTargets_id","TTD_id","TTD_target_type","Docking_PDB_id","Docking_score","Target_name","Gene_names","Function","Probability"
77,"P09601","Homo sapiens (Human)","CHEMBL2823","ENSG00000100292","HMOX1_HUMAN","Clinical Trial target","1TWR",-6.4,"Heme oxygenase 1","HMOX1;HO;HO1","angiogenesis; cellular response to arsenic-containing substance; cellular response to cadmium ion; cellular response to cisplatin; cellular response to heat; cellular response to hypoxia; cellular response to nutrient; endothelial cell proliferation; epithelial cell apoptotic process; erythrocyte homeostasis; heme catabolic process; heme oxidation; intracellular iron ion homeostasis; intracellular signal transduction; intrinsic apoptotic signaling pathway in response to DNA damage; liver regeneration; low-density lipoprotein particle clearance; macroautophagy; multicellular organismal-level iron ion homeostasis; negative regulation of DNA binding; negative regulation of DNA-binding transcription factor activity; negative regulation of epithelial cell apoptotic process; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors; negative regulation of leukocyte migration; negative regulation of macroautophagy; negative regulation of mast cell cytokine production; negative regulation of mast cell degranulation; negative regulation of muscle cell apoptotic process; negative regulation of neuron apoptotic process; negative regulation of smooth muscle cell proliferation; negative regulation of vascular associated smooth muscle cell proliferation; positive regulation of angiogenesis; positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis; positive regulation of cell migration involved in sprouting angiogenesis; positive regulation of chemokine production; positive regulation of epithelial cell apoptotic process; positive regulation of I-kappaB kinase/NF-kappaB signaling; positive regulation of macroautophagy; positive regulation of smooth muscle cell proliferation; regulation of angiogenesis; regulation of blood pressure; regulation of DNA-binding transcription factor activity; regulation of transcription from RNA polymerase II promoter in response to iron; regulation of transcription from RNA polymerase II promoter in response to oxidative stress; response to estrogen; response to hydrogen peroxide; response to nicotine; response to oxidative stress; response to xenobiotic stimulus; small GTPase mediated signal transduction; smooth muscle hyperplasia; wound healing involved in inflammatory response",2.0271711036912166e-05
78,"P15085","Homo sapiens (Human)","CHEMBL2088","ENSG00000091704","CBPA1_HUMAN","Research target","2V77",-7.2,"Carboxypeptidase A1","CPA1;CPA","leukotriene metabolic process; proteolysis; proteolysis involved in protein catabolic process; response to cadmium ion",1.9808076103799976e-05
79,"O00115","Homo sapiens (Human)","CHEMBL1250342","ENSG00000105612","","","Alphafold2",-6.0,"Deoxyribonuclease-2-alpha","DNASE2;DNASE2A;DNL2","apoptotic DNA fragmentation; DNA metabolic process; enucleate erythrocyte differentiation; regulation of immune response",1.9196020730305463e-05
80,"P34896","Homo sapiens (Human)","CHEMBL1772927","ENSG00000176974","","","1BJ4",-5.9,"Serine hydroxymethyltransferase, cytosolic","SHMT1","cellular response to leukemia inhibitory factor; cellular response to tetrahydrofolate; dTMP biosynthetic process; folic acid metabolic process; glycine biosynthetic process from serine; glycine metabolic process; L-serine catabolic process; L-serine metabolic process; negative regulation of translation; protein homotetramerization; purine nucleobase biosynthetic process; tetrahydrofolate interconversion; tetrahydrofolate metabolic process",1.839514879975468e-05
81,"Q04721","Homo sapiens (Human)","CHEMBL3407320","ENSG00000134250","NOTC2_HUMAN","Clinical Trial target","2OO4",-6.7,"Neurogenic locus notch homolog protein 2","NOTCH2","activation of protein kinase B activity; animal organ morphogenesis; apoptotic process; atrial septum morphogenesis; atrioventricular node development; axon guidance; BMP signaling pathway; bone remodeling; cell fate determination; cellular response to tumor cell; cholangiocyte proliferation; ciliary body morphogenesis; defense response to bacterium; embryonic limb morphogenesis; glomerular capillary formation; heart looping; hemopoiesis; hepatocyte proliferation; humoral immune response; in utero embryonic development; inflammatory response to antigenic stimulus; intracellular signal transduction; intrahepatic bile duct development; left/right axis specification; marginal zone B cell differentiation; morphogenesis of an epithelial sheet; multicellular organism growth; myeloid dendritic cell differentiation; negative regulation of apoptotic process; negative regulation of gene expression; negative regulation of transcription by RNA polymerase II; nervous system development; Notch signaling involved in heart development; Notch signaling pathway; placenta blood vessel development; podocyte development; positive regulation of apoptotic process; positive regulation of BMP signaling pathway; positive regulation of ERK1 and ERK2 cascade; positive regulation of keratinocyte proliferation; positive regulation of osteoclast differentiation; positive regulation of Ras protein signal transduction; proximal tubule development; pulmonary valve morphogenesis; regulation of osteoclast development; wound healing",1.7265607311856e-05
82,"Q9NSD9","Homo sapiens (Human)","CHEMBL4105969","ENSG00000116120","","","4P74",-7.8,"Phenylalanine--tRNA ligase beta subunit","FARSB;FARSLB;FRSB;HSPC173","phenylalanyl-tRNA aminoacylation; protein heterotetramerization; translation",1.707981209619902e-05
83,"Q9NPC2","Homo sapiens (Human)","CHEMBL2321614","ENSG00000169427","KCNK9_HUMAN","Research target","Alphafold2",-6.4,"Potassium channel subfamily K member 9","KCNK9;TASK3","potassium ion import across plasma membrane; potassium ion transmembrane transport; potassium ion transport; stabilization of membrane potential",1.6488675100845285e-05
84,"P49721","Homo sapiens (Human)","CHEMBL3492","ENSG00000126067","","","6REY",-6.2,"Proteasome Macropain subunit","PSMB2","proteasome-mediated ubiquitin-dependent protein catabolic process; response to organic cyclic compound; response to organonitrogen compound",1.627021083550062e-05
85,"Q9P1Z3","Homo sapiens (Human)","CHEMBL1795173","ENSG00000143630","","","Alphafold2",-7.5,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3","HCN3;KIAA1535","cellular response to cAMP; cellular response to dopamine; potassium ion transmembrane transport; regulation of cation channel activity; regulation of heart rate by cardiac conduction; regulation of membrane depolarization; regulation of membrane potential; regulation of SA node cell action potential; response to cisplatin; sodium ion transmembrane transport",1.5992891349014826e-05
86,"Q5XXA6","Homo sapiens (Human)","CHEMBL2046267","ENSG00000131620","ANO1_HUMAN","Successful target","Alphafold2",-7.7,"Anoctamin-1","ANO1;DOG1;ORAOV2;TAOS2;TMEM16A","cellular response to heat; cellular response to peptide; chloride transmembrane transport; chloride transport; detection of temperature stimulus involved in sensory perception of pain; glial cell projection elongation; iodide transport; monoatomic cation transport; monoatomic ion transmembrane transport; mucus secretion; phospholipase C-activating G protein-coupled receptor signaling pathway; positive regulation of insulin secretion involved in cellular response to glucose stimulus; protein localization to membrane",1.5484434698009863e-05
87,"Q92820","Homo sapiens (Human)","CHEMBL2223","ENSG00000137563","GGH_HUMAN","Research target","1L9X",-6.9,"Gamma-glutamyl hydrolase","GGH","tetrahydrofolylpolyglutamate metabolic process",1.512236940470757e-05
88,"Q9UIQ6","Homo sapiens (Human)","CHEMBL2693","ENSG00000113441","LCAP_HUMAN","Patented target","4Z7I",-7.4,"Cystinyl aminopeptidase","LNPEP;OTASE","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent; cell-cell signaling; female pregnancy; negative regulation of cold-induced thermogenesis; peptide catabolic process; protein catabolic process; protein polyubiquitination; proteolysis; regulation of blood pressure; signal transduction; SMAD protein signal transduction",1.3798668987874407e-05
89,"P04201","Homo sapiens (Human)","CHEMBL3559701","ENSG00000130368","MAS_HUMAN","Research target;Clinical Trial target","Alphafold2",-6.5,"Proto-oncogene Mas","MAS1;MAS","activation of NF-kappaB-inducing kinase activity; G protein-coupled receptor signaling pathway; hippocampus development; male gonad development; negative regulation of protein phosphorylation; positive regulation of cell population proliferation; positive regulation of DNA replication; positive regulation of inositol phosphate biosynthetic process; protein kinase C signaling; regulation of inflammatory response; response to activity; response to gonadotropin; response to xenobiotic stimulus; spermatogenesis",1.3728813428315334e-05
90,"P48052","Homo sapiens (Human)","CHEMBL4939","ENSG00000158516","","","1DTD",-6.5,"Carboxypeptidase A2","CPA2","protein catabolic process in the vacuole; proteolysis",1.3328069144336041e-05
91,"Q6XQN6","Homo sapiens (Human)","CHEMBL4523354","ENSG00000147813","","","4YUB",-5.9,"Nicotinate phosphoribosyltransferase","NAPRT;FHIP;NAPRT1","NAD salvage; response to oxidative stress",1.3211126315582078e-05
92,"Q6DWJ6","Homo sapiens (Human)","CHEMBL3632455","ENSG00000180269","GP139_HUMAN","Clinical Trial target","Alphafold2",-5.8,"Probable G-protein coupled receptor 139","GPR139;GPRG1;PGR3","G protein-coupled receptor signaling pathway; phospholipase C-activating G protein-coupled receptor signaling pathway",1.2974744095117785e-05
93,"Q6P179","Homo sapiens (Human)","CHEMBL5043","ENSG00000164308","ERAP2_HUMAN","Research target","5K1V",-9.4,"Endoplasmic reticulum aminopeptidase 2","ERAP2;LRAP","adaptive immune response; antigen processing and presentation of endogenous peptide antigen via MHC class I; antigen processing and presentation of peptide antigen via MHC class I; peptide catabolic process; proteolysis; regulation of blood pressure",1.289664396608714e-05
94,"Q9P0U3","Homo sapiens (Human)","CHEMBL1909484","ENSG00000079387","SENP1_HUMAN","Research target","2XRE",-6.8,"Sentrin-specific protease 1","SENP1","activation of cysteine-type endopeptidase activity involved in apoptotic process; apoptotic signaling pathway; positive regulation of transcription by RNA polymerase II; protein desumoylation; protein sumoylation; proteolysis",1.244462237082189e-05
95,"Q96T54","Homo sapiens (Human)","CHEMBL4523433","ENSG00000124780","","","Alphafold2",-6.5,"Potassium channel subfamily K member 17","KCNK17;TALK2;TASK4;UNQ5816/PRO19634","potassium ion transmembrane transport; potassium ion transport; regulation of monoatomic ion transmembrane transport; stabilization of membrane potential",1.2215546121296939e-05
96,"Q92953","Homo sapiens (Human)","CHEMBL2321618","ENSG00000182674","KCNB2_HUMAN","Research target","Alphafold2",-5.9,"Potassium voltage-gated channel subfamily B member 2","KCNB2","potassium ion transmembrane transport; potassium ion transport; protein homooligomerization; protein localization to plasma membrane; regulation of monoatomic ion transmembrane transport; regulation of smooth muscle contraction",1.1416442248446401e-05
97,"Q9Y265","Homo sapiens (Human)","CHEMBL3259467","ENSG00000175792","","","6K0R",-7.9,"RuvB-like 1","RUVBL1;INO80H;NMP238;TIP49;TIP49A","box C/D snoRNP assembly; cell cycle; cell division; chromatin remodeling; DNA recombination; DNA repair; histone acetylation; histone H2A acetylation; histone H4 acetylation; positive regulation of canonical Wnt signaling pathway; positive regulation of DNA repair; positive regulation of DNA-templated transcription; positive regulation of double-strand break repair via homologous recombination; positive regulation of telomerase RNA localization to Cajal body; positive regulation of telomere maintenance in response to DNA damage; protein stabilization; regulation of apoptotic process; regulation of cell cycle; regulation of chromosome organization; regulation of DNA repair; regulation of DNA replication; regulation of DNA strand elongation; regulation of DNA-templated transcription; regulation of double-strand break repair; regulation of embryonic development; regulation of transcription by RNA polymerase II; spermatogenesis; telomere maintenance",1.1143308256578166e-05
98,"Q16637","Homo sapiens (Human)","CHEMBL1293232","ENSG00000172062;ENSG00000205571","SMN_HUMAN","Successful target;Research target","4A4G",-5.8,"Survival motor neuron protein","SMN1;SMN;SMNT;;SMN2;SMNC","DNA-templated transcription termination; nervous system development; spliceosomal complex assembly; spliceosomal snRNP assembly",1.0616538929753006e-05
99,"P09238","Homo sapiens (Human)","CHEMBL4270","ENSG00000166670","MMP10_HUMAN","Patented target;Research target","3V96",-6.8,"Matrix metalloproteinase 10","MMP10;STMY2","collagen catabolic process; extracellular matrix disassembly; extracellular matrix organization; proteolysis",1.0573072358965874e-05
100,"P40145","Homo sapiens (Human)","CHEMBL2960","ENSG00000155897","","","Alphafold2",-8.1,"Adenylate cyclase type VIII","ADCY8","activation of protein kinase A activity; adenylate cyclase-activating G protein-coupled receptor signaling pathway; cAMP biosynthetic process; cellular response to calcium ion; cellular response to forskolin; cellular response to glucagon stimulus; cellular response to glucose stimulus; cellular response to morphine; G protein-coupled opioid receptor signaling pathway; glucose homeostasis; glucose mediated signaling pathway; intracellular signal transduction; learning or memory; locomotory behavior; long-term memory; memory; neuroinflammatory response; positive regulation of CREB transcription factor activity; positive regulation of cytosolic calcium ion concentration; positive regulation of insulin secretion involved in cellular response to glucose stimulus; positive regulation of long-term synaptic depression; positive regulation of long-term synaptic potentiation; positive regulation of synaptic plasticity; protein complex oligomerization; protein homooligomerization; regulation of cellular response to stress; regulation of cytosolic calcium ion concentration; regulation of insulin secretion; signal transduction",1.0425008440506645e-05
