Symbol,log2FoldChange,pvalue
UROD,-0.12228194,0.26426502
ITIH1,-0.059261607,0.264405039
KLK12,-0.073725226,0.264448631
PPDPFL,-0.060376512,0.264553384
GREM2,-0.069588726,0.264585289
CPSF7,0.113216429,0.264617361
MYL5,-0.0535375,0.264667339
ORC4,0.10162331,0.264753714
CCNYL2,-0.053274893,0.264759397
PRSS41,-0.0621935,0.264784459
TTC16,-0.078676976,0.2648082
SNHG3,-0.179101548,0.264838901
ERCC2,0.08845456,0.26484928
PIF1,-0.061099643,0.264870227
CCDC190,0.067641155,0.2649209
RMI2,-0.069184381,0.264979961
OR52A5,-0.063479845,0.265013251
MKNK1,0.127322179,0.265112948
CHRNA10,0.093435488,0.265235537
PTGES2-AS1,0.069886548,0.265254105
C22orf23,-0.065673631,0.26527016
ABCG8,-0.066792476,0.265378008
ECM1,-0.063377798,0.265388198
CDK7,0.070880976,0.26545856
FAM231B,0.112103833,0.265466143
HECTD1,-0.094475762,0.265524295
HPRT1,0.133208071,0.265689385
ZSCAN18,0.069063643,0.265825635
ODAD1,-0.067206679,0.265891917
RCHY1,-0.119388381,0.265915139
OLA1,0.107271024,0.265923587
CADPS2,-0.046536821,0.26603318
MRPL27,0.059960667,0.266065681
ZNF92,-0.14899269,0.266111446
QPCTL,-0.042918512,0.266131562
TSPAN8,-0.055855119,0.266135569
TNKS2,-0.07189269,0.266151343
LOC100130691,0.112531167,0.266267458
CALHM4,-0.067868524,0.266377166
PDE8A,0.11751325,0.266446404
TAS1R2,-0.06232325,0.266456877
KRTAP27-1,-0.084366845,0.266581516
LOC403312,-0.067681976,0.266610434
TAF2,0.087923345,0.266803656
CYP3A5,-0.06438619,0.266862371
BCAS2,0.08769556,0.266862933
CADM2,0.09602019,0.266895295
PKHD1L1,0.120026417,0.266938545
MRPS33,0.10580094,0.266989998
LINC00612,-0.086651321,0.267038256
OVCH1,-0.072483131,0.267076666
CYLC2,-0.050810357,0.267107024
WDR97,-0.066054369,0.267179493
OR6P1,-0.071372071,0.267186584
EVA1C,0.087797179,0.267211511
NDUFAF5,0.109014333,0.267341206
FLJ25758,-0.071858452,0.267508584
CRTC1,-0.050133655,0.267518938
INGX,0.068661571,0.267595792
OR2F2,-0.073875607,0.267628461
DNM3,0.179181738,0.267675323
LMO4,-0.07053969,0.267740221
AKR1C1,-0.06075881,0.267742988
ZNF532,0.100447464,0.267763492
OR8H3,-0.054270631,0.267787097
KRTAP13-4,-0.07363681,0.267793787
TSPAN33,0.176831821,0.267932925
ATP8A1,-0.094095988,0.268077986
ZMYND10,-0.063486512,0.268162707
POLR1G,-0.049123917,0.268172992
LAPTM4B,0.143589833,0.268202471
MED22,0.048293,0.268395934
PWWP3B,-0.073001571,0.268434367
KRT16P1,-0.06999844,0.268475009
NCAM1,0.154749524,0.268497847
C9orf40,-0.065015357,0.26853142
GKN1,-0.052230488,0.268544999
CCDC82,-0.162318024,0.268628211
INCENP,-0.039939476,0.268654485
IL16,0.057985786,0.268689633
CLIP4,0.15480256,0.268761463
TEX44,-0.061466012,0.268819582
WDR83OS,0.056060321,0.268861176
ZNF74,0.052249714,0.268876017
AXIN2,0.055238131,0.268891773
KRTAP24-1,-0.080376702,0.269009185
GCSAM,0.196694464,0.269086756
RIMKLA,-0.071134905,0.269093512
ZNF596,0.097384631,0.269292345
ENPP2,-0.083751774,0.269367049
SELE,-0.058065298,0.269388879
LUC7L3,-0.123750714,0.269389383
NPHP3-ACAD11,0.147220929,0.269411371
CDCP2,-0.072775393,0.269515181
LINC00574,-0.07071475,0.269552738
SPACA4,-0.078989786,0.269558072
COPS8,0.111283369,0.269696394
PTCD2,0.097820107,0.269742798
RAB34,0.08484619,0.269759969
DSG1,-0.071414619,0.26981937
TMOD2,0.15446831,0.269850012
CTSF,0.052260952,0.269905284
ENPP3,-0.148103548,0.269923318
ARL1,0.16646794,0.269961036
PS1TP4,0.083344274,0.26998625
PRDX3,0.071648881,0.270013726
ZNF860,-0.22085806,0.270119294
MRPS15,-0.149484024,0.270277328
RCAN1,-0.060530333,0.270283531
FASN,-0.049240119,0.270301179
SH3YL1,0.112047298,0.270354602
ADAM6,-0.048488369,0.270440674
DCLK3,-0.06053581,0.270449576
SFTA2,0.053226929,0.270490501
MIRLET7E,0.110691119,0.270502946
ZBTB18,0.113603512,0.270573542
ZNF585A,0.092059083,0.270590782
CCL3L3,-0.097815583,0.270633087
SELENBP1,-0.204108214,0.270800572
MBLAC2,0.092125262,0.271098484
RGS7BP,-0.06575619,0.271122545
OR5B3,0.074951786,0.271125066
PYDC1,-0.063672048,0.271363763
BRSK2,-0.056681893,0.27139442
FAM13A,0.118039286,0.271422603
RNF169,0.080777476,0.271443902
PTK2B,0.070724048,0.271492688
JAM2,-0.060944119,0.271513079
DEFB106B,0.051318762,0.271537738
CFAP97D1,-0.082568786,0.271598305
C1orf115,-0.046240893,0.271629582
PVR,-0.078693964,0.271728361
PLXDC2,0.109669762,0.271884224
EAF2,0.12788456,0.27192882
SOAT2,-0.053863345,0.27193247
NSG2,-0.06213806,0.27196905
LOC100131756,-0.09457269,0.272020341
KIAA1217,-0.045042095,0.272040503
TNKS1BP1,-0.065566595,0.272078887
UPP2,-0.062208036,0.27220368
CUX1,0.071167524,0.272312492
PPP2CA,-0.065452036,0.272373006
RAB9A,-0.066777595,0.272419208
DENND10P1,-0.082581155,0.272449457
EPB41L1,-0.057157762,0.272464129
SNHG21,0.101638524,0.272466156
TCN1,-0.275771238,0.272467166
DCHS2,-0.058109,0.272475653
ADAL,0.133943429,0.272620392
OR10K1,-0.073144095,0.272633023
DNAH7,-0.085789095,0.272740975
FUT9,-0.058640464,0.272751864
KRCC1,-0.131464429,0.272810101
DHDH,-0.057398107,0.272850606
CARMIL1,0.129336429,0.272939821
HMGCS1,-0.087875679,0.273063678
FAM174B,-0.059457369,0.273099277
UCA1,-0.067375143,0.273164576
DNMT3A,0.053908881,0.273197455
MYH1,-0.063250107,0.273264899
TSPOAP1,-0.05850475,0.273444473
PGBD5,-0.070232714,0.273456974
BMPR1A,0.177360976,0.273622261
MMAA,0.128391238,0.273653016
GALK1,-0.068888869,0.273933562
JPH2,-0.072122417,0.273950613
TPD52,-0.126070714,0.273988141
MTM1,0.09251125,0.274017752
LINC00527,-0.072319619,0.274084661
PHF7,0.063290798,0.274119419
MT2A,-0.180957976,0.274289198
FLG,-0.074231893,0.274342318
PLPPR1,-0.058225429,0.274491425
FLJ44874,0.07114244,0.274549902
GBP1P1,0.227158214,0.274581882
PBX4,-0.062044095,0.274630892
TPTE,-0.056423679,0.274655705
REEP1,0.070125298,0.274658659
RAB20,0.115889881,0.274736097
MAK16,0.127679024,0.274835909
PIAS4,0.044587226,0.274857339
RUFY1,0.092592119,0.275180979
PRSS36,-0.06777669,0.275273195
FAM24B-CUZD1,0.129068893,0.275326625
ASAP1,0.08281,0.275408801
OR5P1P,-0.061418321,0.275413349
FAM217A,-0.050340619,0.275452571
N4BP2L1,0.117551131,0.275551127
AXDND1,-0.057819845,0.275822817
PRO2949,-0.06130825,0.275913567
CREBBP,0.112459524,0.275941851
RPS5,0.158390286,0.275949027
DOCK10,0.186174714,0.276065558
SPATA3,-0.077028,0.276080933
DEAF1,0.043989274,0.276084828
MAOB,-0.10749406,0.276120542
PIGP,0.06460506,0.27615241
RPF2,0.187519726,0.276209217
SMIM8,-0.125995131,0.276239139
PMS2P9,0.08773869,0.276247135
HOXB-AS3,-0.06373969,0.276348051
XKR9,0.057996107,0.276377767
ABI3BP,-0.057842464,0.276388205
GZF1,0.05591494,0.276398271
ASCL2,-0.07738581,0.276403986
SNORA33,0.109761643,0.27656227
PPAT,0.081043655,0.276666904
INPP5F,0.103312321,0.276686596
DENND10,-0.093007107,0.276733724
PRSS58,-0.068535,0.276742215
ACSM5,-0.06265256,0.276746745
NAA20,0.112501917,0.276768884
PXMP2,0.063468964,0.276780734
RSPH4A,-0.050460024,0.276809006
ABCC2,0.075990464,0.276893952
STK17B,-0.065067976,0.27691502
SHARPIN,-0.166082583,0.276937386
MTRFR,0.061620869,0.277032649
PLET1,-0.064243881,0.277208196
LIN54,0.06182106,0.277227282
RAB11FIP3,-0.053876595,0.277334031
MAFB,0.149577857,0.277338991
SNORA15,-0.08245581,0.277349081
SLC8A2,-0.064613512,0.277536388
RCOR3,0.044896821,0.277563323
MARCHF3,-0.18618531,0.277670966
CTAGE8,0.045404369,0.277781475
CXCL1,-0.09530519,0.277938196
POM121L10P,-0.098599012,0.27811649
TBX22,-0.053183714,0.278258746
ABLIM3,0.137546714,0.27828107
LILRA3,0.224736798,0.278339375
TRPM1,-0.052159262,0.278396802
C14orf180,-0.077758512,0.278407739
SIM1,-0.063203583,0.278408687
LDLRAD3,0.084751262,0.278424841
SERPINA11,-0.057782274,0.278443462
FMO6P,-0.070822131,0.278492477
LINC00994,0.061942619,0.278496017
POP4,0.082247405,0.278501718
ARL6IP1,-0.099305476,0.278541804
CDIPT,-0.080578929,0.278603617
OR8H2,-0.056998976,0.278646752
ZNF516,0.132834857,0.278835654
SLC25A16,0.076109048,0.278995766
ASB12,-0.070780286,0.279053739
SF3B1,-0.090664762,0.279054785
ZNF281,0.135286595,0.279071598
BSN,-0.054653988,0.279090182
PPIC,-0.055277774,0.27911948
ASIC2,-0.056798952,0.27921064
SNORA46,0.082193952,0.279239208
SPANXA2-OT1,-0.073754369,0.279415606
ITGA2,-0.077194714,0.279566433
HOOK3,0.085224988,0.279612561
FRA10AC1,0.116959619,0.279636303
ISL1,-0.062686952,0.279695149
GHRL,0.088597476,0.27979383
ATP1A3,0.09156056,0.279833359
S100Z,0.1231395,0.27992239
BANK1,-0.304985786,0.27993314
CLUAP1,0.100822631,0.279936872
COL13A1,-0.065613167,0.279978723
PTK2,0.089220655,0.280030391
TRPV4,-0.060492905,0.28012128
GTF2B,0.124258095,0.280127875
ATP6V1G1,-0.092833845,0.280142217
SKIC8,0.136028738,0.280165517
OR4K14,-0.0638995,0.28021388
BIVM-ERCC5,0.103159476,0.280286155
RMDN3,0.098651643,0.280525348
TIGD1,0.133995143,0.280557629
C20orf203,0.101575393,0.280606254
SLC38A5,-0.267278702,0.280671802
OR56A5,-0.071290619,0.280695375
MAD2L2,0.048703226,0.280820899
ERICH6B,-0.054098774,0.280961777
AMHR2,-0.05472469,0.28104728
LY6D,-0.066415381,0.28116237
PSMC1,-0.065536286,0.281215655
CIAO2B,0.072376893,0.281224605
NMRAL1,0.089911452,0.28131646
LPL,-0.11789525,0.281375967
ITGB4,-0.078654536,0.281557886
ZSWIM9,-0.063193238,0.28165788
SNORD33,-0.101811071,0.281674855
DYNLL1,-0.131911333,0.281725008
PTCHD3,-0.065554762,0.281815413
LINC02907,-0.053160131,0.281836519
ALDH9A1,-0.091888095,0.281863447
ANKRD33B,-0.067162964,0.281923518
KIAA1549,-0.055330595,0.282001959
TRIM17,-0.052071286,0.282073891
OR2A12,-0.058984845,0.282144576
DIP2A,0.102662476,0.282173211
PTPN11,-0.075066429,0.282251504
ITSN1,-0.093154214,0.282280944
ZNF300,0.066412976,0.28237119
CUL4B,-0.085065179,0.282379737
LOC389765,-0.199319857,0.282387915
ZNF80,-0.103903679,0.282422432
ANO6,0.131354488,0.282465209
ZMAT4,0.076195083,0.282509507
IL17REL,-0.071295464,0.282571203
MSLN,-0.077473048,0.282759848
AP1S3,-0.108406155,0.282781206
TAOK1,-0.086166179,0.282812818
ARMC3,-0.075371857,0.282893761
TMPRSS11E,-0.05888031,0.282918411
AACS,0.077507298,0.282956962
ATP1B2,-0.164870857,0.282971705
SNX27,0.105721476,0.283054957
GFM1,0.120037357,0.283099033
ASB9,-0.050186893,0.283100717
REEP3,-0.093255083,0.28316134
SLC16A7,0.128444095,0.283171204
GPD1L,0.097016774,0.283194993
TCEANC,-0.112709107,0.283202336
ZNF726,0.057587702,0.283320741
PSTPIP2,0.183807857,0.283345145
FOXO3,0.108416821,0.283372472
TRPV5,-0.072127952,0.283442275
LRRC58,0.09325831,0.283525383
FAM53B,0.078884048,0.283686759
PDZK1P1,-0.050221,0.283696167
LOC100288869,-0.083775464,0.283732364
CD9,-0.149248012,0.283793759
PRICKLE2,-0.069879929,0.283807829
ACOT11,0.05533019,0.283813072
PBXIP1,0.102783952,0.28382139
NTRK3,0.054334095,0.283888031
NCKAP5,-0.074192381,0.284000988
PDGFB,-0.065111964,0.284078579
MAPK13,0.100633643,0.28411951
FLT3,-0.239181071,0.284164742
ZAP70,0.15946375,0.284318872
SUCO,-0.08830319,0.284389594
LOC388282,-0.07502369,0.284416232
KRTAP23-1,-0.065739,0.284533627
CBLC,-0.075460643,0.28461486
DBIL5P,0.074728952,0.284634112
ZNF213,0.048151548,0.284636615
VPS13A,-0.143768774,0.284699784
LOC284379,-0.069328452,0.28470964
LINC00670,-0.065470798,0.284716252
OR6N1,-0.16431906,0.284740342
PDPN,-0.071440857,0.284758785
ZSCAN21,0.072002524,0.284815083
NCAPH2,0.051242762,0.284838961
ANKRD50,0.113717131,0.284888282
NOL11,0.151820988,0.284906119
STRA8,-0.051002524,0.284937032
MPO,-0.15493731,0.28497785
PDE4DIP,0.135483119,0.285054042
NAV1,0.075404488,0.285123824
MTUS2-AS1,-0.07869425,0.285247781
CDK16,0.070224821,0.285347745
HBEGF,-0.065376226,0.285364334
SNRNP40,0.137024488,0.285391473
RDH13,-0.046606381,0.285451334
CPQ,0.118945774,0.285464345
TWF2,0.066647976,0.285511965
LINC02145,-0.066363155,0.285559888
SLC45A4,0.176818524,0.285561323
GEMIN2,0.075128726,0.285579461
LRCH3,0.065224262,0.285579754
PDZD4,0.095314238,0.285687268
RECQL,-0.1267545,0.285733372
SNORD115-31,-0.058792714,0.285736091
XRRA1,0.187591905,0.285751688
TLCD2,-0.079817226,0.285821483
PPA2,0.089861976,0.285832938
NLRP12,0.134252774,0.285910381
STK32A,-0.061181595,0.285971434
CHMP2B,-0.080733929,0.286014986
SCO1,0.110833917,0.286127977
PARGP1,0.151434083,0.286218406
ETNK2,0.059471155,0.286266623
HSD3BP4,-0.09290431,0.286347902
SEC24D,0.088500024,0.286480206
G2E3,0.117057524,0.286487064
MDFIC,-0.063347107,0.286507042
BRINP1,-0.0664935,0.286594837
PRAM1,0.069834214,0.286741726
GAK,0.060303012,0.286758843
FCN3,-0.072630226,0.286808469
DGCR11,-0.090747738,0.286839901
OR51E1,-0.060057452,0.286893554
LRRIQ3,-0.064257131,0.286933861
ZPBP2,-0.050835536,0.287064249
YTHDC2,0.113062393,0.287065947
CD160,-0.27760744,0.287072079
FAM171A1,0.048627845,0.287075585
MEIS3,-0.073410976,0.287096726
RBBP4,0.108143714,0.287258102
GJD3,-0.066022143,0.287418368
CARD16,0.1686605,0.287442105
PPP1R1C,-0.057743488,0.287519952
LOC401052,-0.082365131,0.287608789
UTP18,0.110889667,0.287620871
ZNF136,0.094559167,0.287648254
FGFRL1,0.068321679,0.287740235
ADAT1,0.078111274,0.287885481
HECA,-0.076539964,0.287891922
CYP26C1,-0.072441488,0.287907805
UCN2,-0.091088083,0.287948556
HIVEP3,0.123603,0.287984527
LOC280665,0.198431107,0.287986705
NSMAF,0.09389906,0.28803676
PEX6,0.061864595,0.288254172
RANBP6,0.140103583,0.288304345
ZNHIT1,-0.050228786,0.288348876
HLA-DRA,0.148377381,0.288395007
ASF1B,0.166010048,0.288456897
TMEM178A,-0.054720952,0.288583509
CCDC77,0.073092298,0.28864579
NR4A1,0.064691774,0.288687119
KRTAP5-3,-0.07815731,0.288774277
CYP3A7-CYP3A51P,-0.04243006,0.288876611
ALPI,-0.06078594,0.288902457
CCL24,0.068646417,0.288935658
NPM3,0.043671952,0.288971553
LOC401433,0.054573298,0.288984873
ADGRG2,-0.05712906,0.289092725
APOL3,0.15615344,0.289182671
CD1B,-0.078794167,0.289267294
ABHD18,0.077585452,0.289364671
NAALADL1,-0.045308333,0.289379463
NEDD1,0.108559714,0.289388916
SNORA2B,0.097016667,0.289403717
ST3GAL5,0.157747202,0.289471339
ATL1,0.072831952,0.289482712
GDPD1,0.091484393,0.28952938
IFT122,0.053941655,0.289536239
RNU5E-1,0.309755155,0.289690289
PROZ,-0.064702226,0.289739777
TSSK2,-0.078655631,0.289810656
H1-3,0.104097262,0.289824892
WBP2NL,0.096213857,0.28993668
NUDT10,-0.062296643,0.290075886
SLTM,-0.087709988,0.29009148
OR4A5,0.05582444,0.290135003
LOC100128816,0.097806083,0.290339524
CIDEC,-0.063980036,0.290531456
GTF2A2,0.140245012,0.290616521
OR4C12,-0.064272131,0.290833739
AGTR2,-0.058585476,0.290859565
PLIN4,0.104373536,0.290866594
CDC40,-0.092313083,0.290931393
CENPL,-0.065483262,0.290959391
CGREF1,0.039557512,0.291047375
ZNF721,-0.224486929,0.291072566
DEFB131A,-0.070577179,0.291101005
UFM1,0.070528762,0.291260118
RNU11,0.113926548,0.291310286
LOC641367,-0.056356667,0.291405149
CMTM7,0.067054417,0.291410064
DEFB110,-0.06045694,0.291592666
TMEM161B,0.123464905,0.29160441
KTN1,-0.185516893,0.291792201
HTR2C,-0.066180583,0.291820897
SMOC1,-0.063696143,0.2918783
CHRM3,-0.058611071,0.292072153
SPOCK3,-0.05100869,0.292115542
FAM193B,0.053375036,0.292179094
LGALS17A,-0.06334206,0.292209604
STRN,0.080613952,0.292224128
ABCE1,0.244960107,0.292236455
UQCRFS1,-0.076552667,0.292268983
MIR150,-0.076545726,0.292291013
CD300LG,-0.067637655,0.292325571
PTER,0.135252857,0.292326753
PMVK,0.049391714,0.292404192
GAPT,-0.143861738,0.292568237
LOC400576,-0.067350405,0.292576972
NAIP,0.151064286,0.292660953
ARL3,0.071589226,0.292661561
NLGN4X,-0.059337012,0.292683618
PPP1R12B,0.138903024,0.29287994
WDR53,0.076480952,0.292906876
KIAA1755,-0.07872356,0.292911425
SLC12A2,-0.082019786,0.293030653
SMC3,-0.122653143,0.293035329
SP110,0.110679286,0.293050475
WNT10B,-0.069377548,0.293142993
SERPINB13,-0.062483583,0.293458973
PKP3,-0.068419202,0.293481035
FOXG1,-0.067846357,0.293486436
ZSCAN2,0.044364357,0.29351668
ATOSA,-0.09586144,0.293538024
S100PBP,0.085425262,0.293544939
SNAP91,-0.042886631,0.29362426
C2orf83,-0.074008571,0.293688376
HTR2A,0.06638856,0.293704452
WIPF1,0.049272738,0.293704683
CCT3,0.097254952,0.2937116
CYP4F2,0.110488512,0.293748622
ZNF25,0.098059262,0.293862992
ALDH1A3,-0.051182595,0.293902394
DNMT1,0.097816857,0.293912259
ANKRD31,0.058003762,0.293954364
MOP-1,0.210007012,0.294135568
OR51D1,-0.087372488,0.294216279
ANKRD28,-0.192107964,0.294281974
TOM1L1,0.085821976,0.294291797
GARIN2,-0.050278464,0.29434462
TNIK,0.133194631,0.294389311
ULBP3,-0.065918821,0.294475844
IL2,-0.04275831,0.294510488
ARMCX2,0.050904524,0.294600241
NRN1L,0.064224988,0.294697366
ZNF845,-0.249067357,0.294718267
USP22,0.070813893,0.294731451
C1QB,0.184974524,0.294781064
LILRB5,0.065519905,0.294798318
RHOH,0.182198321,0.294806288
ZNF500,0.05349781,0.294867455
DLGAP3,-0.067622988,0.294902545
RPL23,-0.169545595,0.295009885
NUDT11,-0.055581881,0.295026327
ZNF876P,0.120764155,0.295115645
CBFA2T3,-0.061799036,0.295273693
XKRYP7,-0.044667262,0.295413919
SNAI3-AS1,-0.092121726,0.295471716
GSDMB,0.128668357,0.295490966
DKK3,0.052377869,0.295546238
DIO1,-0.053867048,0.295618419
SGMS1,0.0689015,0.295655973
CYP2R1,-0.111435821,0.295659703
BTF3L4,0.10348819,0.295682371
WDR38,-0.073487595,0.295701424
SP2,0.061121536,0.29575145
CIMAP1C,-0.069363131,0.295827657
SAMD1,-0.050899714,0.295924341
TNFRSF8,-0.059898536,0.295965486
TUBA3FP,0.053861143,0.296000242
MT1P3,-0.077183845,0.296063025
LOC102724229,0.066502107,0.296287376
BPTF,0.044617488,0.296345755
TDRP,-0.069999536,0.296447551
FAM210A,0.12553381,0.296493839
ZMYM2,0.06765344,0.296507325
ZNF224,0.088833607,0.296620707
SORBS1,-0.067502036,0.296637493
BUD31,0.063696345,0.29666869
TBR1,-0.052897107,0.296680964
MYZAP,-0.06715269,0.296734352
SLC49A4,0.126272619,0.296747156
MPC2,-0.0928845,0.297099944
MSH2,0.109122381,0.297104974
DHRS2,-0.079314357,0.297133299
NASP,0.050738536,0.297150655
GCNA,0.079442655,0.297205093
OR6C1,-0.055978786,0.297245302
TDRD9,0.158378488,0.297309957
ARAP1,0.115947393,0.297506227
LPIN3,-0.068783821,0.297576719
LINC00852,0.090347679,0.297581042
NDUFA9,0.123331595,0.297682222
QRFPR,-0.060879488,0.297722638
WNT5B,-0.056116583,0.29790152
PLPP6,0.095891286,0.297912596
TOLLIP,-0.074985107,0.297974626
HOXB2,0.133354667,0.298020589
DDX17,0.053413452,0.29808675
TNFRSF17,-0.123296179,0.298107233
TP53INP1,-0.094085952,0.298160226
FLRT2,-0.048401952,0.298276355
PRB4,0.054872286,0.298317599
SMIM15,-0.137976845,0.298341437
CDK19,0.106832964,0.298387117
RNF128,-0.05477619,0.298596892
SETDB2,0.125717512,0.298620298
GSTO2,-0.051761845,0.298637052
LRRN1,0.235929345,0.298685948
OR10K2,-0.053215774,0.29876258
RRAGC,-0.080461202,0.298807154
TYW1B,0.070184738,0.299282134
NDUFAF4,0.185867238,0.299297899
YPEL4,-0.07912994,0.29934655
ANP32E,-0.114424048,0.299488037
NTRK1,-0.059295464,0.299586962
CEP97,-0.137189857,0.29970931
USP6NL,-0.08554544,0.299936253
TOR4A,0.053158833,0.299941705
PCP4,-0.051924607,0.299970925
DOC2B,-0.090341857,0.300251934
TRPM6,0.143625357,0.300322695
NTM,-0.05933444,0.30034117
ACE,-0.049654143,0.300441839
LRCH2,-0.05308575,0.300463592
RAB17,-0.072202286,0.300507679
PIK3C2G,-0.044902333,0.300560631
CDK8,-0.143731964,0.300779326
GARIN1B,-0.07496806,0.300792142
SGIP1,-0.098546702,0.300809371
ANXA5,-0.125810119,0.300849668
AP1B1,0.070995048,0.300920949
MPP4,-0.061586167,0.300963861
PPP2R2A,-0.059903869,0.300970145
PAX6,-0.05740681,0.301075714
NFAT5,0.059522619,0.301106759
WIPI1,-0.097523369,0.301111197
MYL3,-0.07112925,0.301219897
FBXL8,-0.050971417,0.301260786
CYBB,0.127259762,0.301346621
PEBP1,0.118453095,0.301377106
SNORD83B,-0.060191738,0.301387674
RNASET2,0.112510583,0.301497452
GNAL,-0.08639881,0.301525517
KCNN4,0.052400048,0.301785946
LILRA5,0.222415048,0.301815872
NCF4,0.104369762,0.301962987
PLD3,0.103871095,0.302027078
TRIB2,0.129751048,0.302127654
KRTAP13-3,-0.05425931,0.302212774
EVL,0.131351143,0.302254576
UQCRC1,0.054073786,0.302267428
BCLAF1,0.076092536,0.302312764
RAB29,0.110531726,0.302427698
BNIP3,0.128067702,0.302500403
CARNS1,-0.053824619,0.302519686
ZDHHC8BP,-0.070274167,0.302557381
KLHDC7B,-0.073096393,0.302565791
CCDC80,-0.052891738,0.302621966
PCM1,-0.087807488,0.302716007
TAFA1,0.131943381,0.302786826
GPR61,-0.065035976,0.302876446
HRG,-0.05979331,0.302911812
OR10J1,-0.057957369,0.302983007
PRRT3,-0.042402476,0.303021492
MIPOL1,-0.05055825,0.303036337
PHF20,0.071239226,0.303215835
PRKD2,0.09900406,0.303236768
CHDH,-0.073209345,0.303369149
OLFM1,0.067766571,0.303461515
PGLYRP3,0.05826925,0.303585144
MYADM,0.114495714,0.303616826
SLC12A8,-0.055993905,0.303701139
PGM1,0.100723488,0.303750773
IDI2,0.056089095,0.303809291
GLS2,-0.053915988,0.303862597
THRSP,-0.066160298,0.303883874
STON1-GTF2A1L,0.047773655,0.303887973
DEPDC7,0.156171071,0.303895154
USP8,0.081086536,0.30399695
ZBTB38,-0.156997464,0.304020846
GSTO1,0.092670821,0.304153921
MBD4,-0.08131844,0.304321982
SPIRE2,-0.061834714,0.304324972
LINGO3,-0.077870131,0.304347647
KCNJ13,-0.051385726,0.304509944
ROPN1B,-0.059090798,0.30482004
CSNK1A1P1,-0.058340429,0.304846522
RPL10A,0.179516179,0.304859555
ZCCHC18,0.07689531,0.304900081
ZDHHC23,-0.046283571,0.304904675
TEX264,0.038772536,0.305206724
PMCH,-0.042759429,0.305234198
FAR1,-0.099196226,0.305251207
KCNN2,-0.051079488,0.305289064
C7orf50,0.050455976,0.305323224
LOC100130156,0.101889226,0.305340211
BLOC1S4,0.047917524,0.305519025
NTS,-0.063453048,0.30556365
AFAP1-AS1,-0.068304536,0.305576416
PGBD2,0.093622274,0.305834027
TTLL11,0.046234893,0.305862433
UGT2B17,-0.062650238,0.305945414
FSIP1,-0.04603631,0.305991741
CNGB1,-0.058372381,0.306021866
CHST2,0.067135405,0.306085512
C4orf19,-0.08730556,0.306159738
PDCD4,-0.09488206,0.306186368
NINL,-0.049551976,0.306218491
OPN1SW,-0.072641679,0.30634091
FOXN3,0.070158798,0.306350039
RAVER1,0.051552143,0.306364105
UBD,0.061241345,0.306427621
AGPAT4,-0.106438619,0.306466036
HLA-DQA2,0.214422024,0.306543358
COTL1,0.07094881,0.306625006
SNAI3,-0.058526631,0.306672194
FGFR1,0.055342024,0.306675339
PDLIM1,0.173657321,0.306681428
SYCP1,-0.046061048,0.306683268
C7orf33,-0.05234325,0.306808615
ZNF69,0.060065631,0.306813009
GSE1,0.055863036,0.30682128
RNF148,-0.054976238,0.306842581
ATP5F1B,0.096457857,0.306858715
GAS2L3,0.115167631,0.306992271
MTFP1,-0.042951738,0.307004755
ALDH1L1,-0.059682036,0.30704753
RPUSD4,0.059498679,0.307079934
OR10H4,-0.074633548,0.307083149
ADAMTS2,-0.129861869,0.307134482
CFAP68,0.1321685,0.307225363
CD46,-0.077860476,0.307238708
SLC25A21,-0.105768524,0.307293676
PRR5L,0.179078036,0.307476598
DDC-AS1,-0.067798893,0.307541068
OPN4,-0.067488286,0.307676795
MAD2L1,-0.078911726,0.307837806
PBRM1,0.07926019,0.307894146
PLD6,-0.04655806,0.30793128
BARHL2,-0.067815548,0.307950672
LPIN1,0.132073536,0.308194386
C1orf216,0.050216369,0.30834473
APOBEC3A_B,0.136205,0.308362939
REXO1,0.043516917,0.308408822
HSPB8,-0.082849964,0.308524646
UBXN4,-0.079888643,0.308580157
MSRB1,0.105015952,0.308672153
CCDC25,0.09862406,0.308804147
MTMR2,0.129836976,0.308838173
PWAR6,0.101761548,0.308925837
QIQN5815,0.066477964,0.30895663
LOC100128840,-0.05894344,0.309023807
CD70,-0.063479321,0.309098459
XCL2,0.222752762,0.309111361
INTS2,0.098727095,0.309155699
SNORA80A,-0.058980417,0.309161438
CNTNAP3B,0.344658774,0.30916784
BTBD8,0.11070144,0.309177844
HNRNPD,0.066434286,0.309233642
IDS,0.090803571,0.30923604
ITIH6,-0.076809131,0.309288048
PHRF1,0.053532202,0.30930249
MRPL47,0.171227179,0.30930885
TCP1,0.081821857,0.309363784
TICAM1,0.048459202,0.30940277
PALM2AKAP2,-0.05770194,0.309472961
NCALD,0.152978726,0.309513929
SLC25A36,0.129218595,0.309536314
OR8B8,-0.071292631,0.309580939
LIPM,-0.045655095,0.309641795
AGPS,-0.134638095,0.309646926
TMPRSS12,-0.053978929,0.309750499
AK3,0.087549036,0.30985271
STARD10,0.123850726,0.309875243
TGM2,-0.19108294,0.309949417
RMDN2,-0.103119345,0.309993758
GLUD2,0.047919095,0.310405071
LOC101927181,0.103008071,0.31052779
LOC440700,0.059217393,0.310530041
C16orf82,-0.060265155,0.310536121
FZD3,0.082900798,0.310621269
CA12,-0.05132725,0.310630571
NCBP2,0.111677143,0.310650955
