"","Target","Similarity.x","Similarity.y","Similarity"
"1065","Carbetocin",NA,NA,-0.22385942
"1066","MLS003568140",NA,NA,-0.22370398
"1067","BRD-K28317853",NA,NA,-0.22360976
"1068","IDOXURIDINE",NA,NA,-0.22359172
"1069","Rosiglitazone",NA,NA,-0.22350046
"1070","MLS003129189",NA,NA,-0.2234197
"1071","CHEMBL520231",NA,NA,-0.22337926
"1072","AZD7687",NA,NA,-0.22333391
"1073","BRD-K75416754",NA,NA,-0.2232313
"1074","NCGC00012961",NA,NA,-0.22313332
"1075","BRD-K57087594",NA,NA,-0.2230617
"1076","SA-434027",NA,NA,-0.22303206
"1077","ST007958",NA,NA,-0.22302103
"1078","SCHEMBL17515404",NA,NA,-0.22298596
"1079","ACECAINIDE HYDROCHLORIDE",NA,NA,-0.22297935
"1080","BRD-K90734091",NA,NA,-0.22295593
"1081","BRD-K76047634",NA,NA,-0.22281184
"1082","Diphenyleneiodonium",NA,NA,-0.22271023
"1083","Pantoprazole",NA,NA,-0.22262392
"1084","MAZ51",NA,NA,-0.22257113
"1085","60559-98-0",NA,NA,-0.22247941
"1086","BRD-K98336812",NA,NA,-0.22247179
"1087","JL-7-128",NA,NA,-0.22241478
"1088","Piceid",NA,NA,-0.22240722
"1089","Lomitapide",NA,NA,-0.22234969
"1090","Pyridoxine",NA,NA,-0.22228367
"1091","Eugenol",NA,NA,-0.22227165
"1092","FGIN1-27",NA,NA,-0.2222459
"1093","BRD-K31931379",NA,NA,-0.22218277
"1094","BRD-A29342309",NA,NA,-0.22201393
"1095","VU0447134-2",NA,NA,-0.22194815
"1096","RO 16-6941",NA,NA,-0.22188503
"1097","PHA-793887",NA,NA,-0.22182954
"1098","Vardenafil",NA,NA,-0.22180098
"1099","Melperone",NA,NA,-0.22178608
"1100","Kinetin Riboside",NA,NA,-0.22176973
"1101","BRD-K32581454-001-01-5",NA,NA,-0.221729
"1102","Dibenz[b,e]oxepin-2-aceticacid, 11-[3-(dimethylamino)propylidene]-6,11-dihydro-, (11z)-",NA,NA,-0.22163421
"1103","2-Bromo-n-phenylbenzamide",NA,NA,-0.22162078
"1104","L-Cis-Diltiazem",NA,NA,-0.22142255
"1105","Betamethasone Acetate",NA,NA,-0.22140252
"1106","BRD-K48296029",NA,NA,-0.22136006
"1107","BRD-K76729250",NA,NA,-0.2213456
"1108","Adapalene",NA,NA,-0.22131708
"1109","(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",NA,NA,-0.2212926
"1110","CHEMBL179288",NA,NA,-0.22123801
"1111","BS-181",NA,NA,-0.2211554
"1112","Estradiol Valerate",NA,NA,-0.22105652
"1113","N-Nitrosodiethylamine",NA,NA,-0.22098121
"1114","AC1NUQQY",NA,NA,-0.22094018
"1115","Clindamycin",NA,NA,-0.22093975
"1116","Bitopertin",NA,NA,-0.22088318
"1117","BRD-K46587586",NA,NA,-0.22086453
"1118","Protionamide",NA,NA,-0.2208135
"1119","Scopolamine",NA,NA,-0.2208011
"1120","Scopolamine",NA,NA,-0.2208011
"1121","Scopolamine",NA,NA,-0.2208011
"1122","Scopolamine",NA,NA,-0.2208011
"1123","SU 11274",NA,NA,-0.22078265
"1124","BRD-K43638827",NA,NA,-0.22073059
"1125","BRD-K75081836",NA,NA,-0.22070023
"1126","SCHEMBL16980376",NA,NA,-0.22058054
"1127","SA-86418",NA,NA,-0.22058015
"1128","MLS001150507",NA,NA,-0.22044617
"1129","BRD-A74382794",NA,NA,-0.2204301
"1130","ZSTK 474",NA,NA,-0.22035395
"1131","PF-562271",NA,NA,-0.2202914
"1132","Gemfibrozil",NA,NA,-0.22026487
"1133","UNC1215",NA,NA,-0.22025456
"1134","BRD-K75091523",NA,NA,-0.22020498
"1135","BRD-K54022924",NA,NA,-0.2200456
"1136","MLS003129394",NA,NA,-0.21995128
"1137","BRD-K99452176",NA,NA,-0.21994122
"1138","Ipatasertib",NA,NA,-0.21993832
"1139","CHEMBL2180814",NA,NA,-0.21993255
"1140","Cloperastine",NA,NA,-0.21988632
"1141","Toltrazuril",NA,NA,-0.21982034
"1142","BRD-K35669573",NA,NA,-0.21979208
"1143","Iloperidone",NA,NA,-0.21977128
"1144","Valyltryptophan",NA,NA,-0.21952039
"1145","Calcitriol",NA,NA,-0.21951495
"1146","Calcitriol",NA,NA,-0.21951495
"1147","Salsolinol",NA,NA,-0.21945743
"1148","QS-11",NA,NA,-0.21936676
"1149","KUC104233",NA,NA,-0.21931315
"1150","ZINC5751650",NA,NA,-0.21930383
"1151","Telotristat",NA,NA,-0.21925288
"1152","Gibberellin A3",NA,NA,-0.21914409
"1153","BRD-K57420195",NA,NA,-0.21914312
"1154","MLS000582131",NA,NA,-0.21907446
"1155","BRD-K91745830",NA,NA,-0.21905299
"1156","KUC104226",NA,NA,-0.21902581
"1157","BRD-K79052598",NA,NA,-0.21889162
"1158","Palbociclib",NA,NA,-0.21875072
"1159","SA-1922927",NA,NA,-0.21870264
"1160","AZD-1152-HQPA",NA,NA,-0.21867327
"1161","CHEMBL1716096",NA,NA,-0.2186565
"1162","R428",NA,NA,-0.21864674
"1163","Gaboxadol",NA,NA,-0.21862965
"1164","Sufentanil",NA,NA,-0.21861001
"1165","Fexofenadine",NA,NA,-0.21859968
"1166","ABT-888,VELIPARIB",NA,NA,-0.21851092
"1167","(+)-Tetrabenazine",NA,NA,-0.21850311
"1168","Itopride",NA,NA,-0.21847523
"1169","Griseofulvin",NA,NA,-0.21845065
"1170","Griseofulvin",NA,NA,-0.21845065
"1171","Ginkgolide B",NA,NA,-0.21844848
"1172","CHEMBL1511856",NA,NA,-0.21843625
"1173","AZD 1480",NA,NA,-0.21836758
"1174","Androstenol",NA,NA,-0.21833391
"1175","BRD-K93127801",NA,NA,-0.21821033
"1176","Triciribine",NA,NA,-0.2181616
"1177","Rotenone",NA,NA,-0.21814253
"1178","ethyl 6-(2,3-dihydro-1H-indol-1-ylmethyl)-4-(3-nitrophenyl)-2-oxo-1,2,3,4-tetrahydro-5-pyrimidinecarboxylate",NA,NA,-0.21813713
"1179","SR-03000000952-1",NA,NA,-0.2179111
"1180","Rivaroxaban",NA,NA,-0.21788503
"1181","Rivaroxaban",NA,NA,-0.21788503
"1182","PRL-3InhibitorI",NA,NA,-0.21787389
"1183","ZINC03898662",NA,NA,-0.21786717
"1184","CHEMBL568636",NA,NA,-0.21774058
"1185","KUC104141",NA,NA,-0.21769944
"1186","galantamine",NA,NA,-0.21749892
"1187","Megestrol Acetate",NA,NA,-0.21736399
"1188","BRD-K27986637",NA,NA,-0.21713499
"1189","Mephentermine",NA,NA,-0.21709119
"1190","sorafenib",NA,NA,-0.21704364
"1191","BRD-K56176052",NA,NA,-0.21699178
"1192","BRD-K86786416",NA,NA,-0.21695458
"1193","Doxorubicin",NA,NA,-0.21688902
"1194","Cefozopran (hydrochloride)",NA,NA,-0.21679025
"1195","BRD-K90543092-001-01-2",NA,NA,-0.21677926
"1196","KUC104240N",NA,NA,-0.21677719
"1197","XMD-1185H",NA,NA,-0.21677093
"1198","Sirolimus",NA,NA,-0.21674811
"1199","Sirolimus",NA,NA,-0.21674811
"1200","Sirolimus",NA,NA,-0.21674811
"1201","MEGXM0_000358",NA,NA,-0.21668084
"1202","CHEMBL3183442",NA,NA,-0.216669
"1203","Ivabradine HCl",NA,NA,-0.21662958
"1204","BRD-K96352830",NA,NA,-0.21649082
"1205","Rottlerin",NA,NA,-0.21640036
"1206","Norethindrone",NA,NA,-0.21633893
"1207","362-74-3",NA,NA,-0.21631015
"1208","Ehna",NA,NA,-0.21627951
"1209","BRD-K63366817",NA,NA,-0.21624012
"1210","BROAD-SAI-071",NA,NA,-0.21609952
"1211","Radicicol",NA,NA,-0.21609112
"1212","MLS002725684",NA,NA,-0.21607235
"1213","CHEMBL1609153",NA,NA,-0.21596373
"1214","noscapine",NA,NA,-0.21594946
"1215","CHEMBL83092",NA,NA,-0.21593839
"1216","BRD-K82494270",NA,NA,-0.21590566
"1217","JTE 013",NA,NA,-0.21585141
"1218","PCL2_000405",NA,NA,-0.2158267
"1219","Methocarbamol",NA,NA,-0.21578176
"1220","Promazine",NA,NA,-0.21574258
"1221","Phloretin",NA,NA,-0.21572499
"1222","201038-74-6",NA,NA,-0.21567029
"1223","CID 75060880",NA,NA,-0.21565771
"1224","Tetrahydrobiopterin",NA,NA,-0.21556853
"1225","SPECTRUM2_000027",NA,NA,-0.2155665
"1226","BRD-K96343378",NA,NA,-0.21547564
"1227","BRD-K73044562",NA,NA,-0.21546079
"1228","LY2334737",NA,NA,-0.21541096
"1229","BRD-K86182839",NA,NA,-0.21540608
"1230","Racepinephrine",NA,NA,-0.21539381
"1231","BCB03_000153",NA,NA,-0.21534225
"1232","BRD-K55381473",NA,NA,-0.21525897
"1233","MLS003129913",NA,NA,-0.21521391
"1234","PHNFXXZEKWQHDX-UHFFFAOYSA-N",NA,NA,-0.21500123
"1235","SCHEMBL11184005",NA,NA,-0.21499279
"1236","3-Amino-7-hydroxy-3,4-dihydroquinolin-2(1H)-one",NA,NA,-0.21497705
"1237","Altanserin",NA,NA,-0.21496291
"1238","SKF 81297",NA,NA,-0.21490266
"1239","SA-1921574",NA,NA,-0.21485012
"1240","CHEMBL1734733",NA,NA,-0.21477463
"1241","BRD-K50521229",NA,NA,-0.21476616
"1242","Eicosatrienoic acid (20:3 n-3)",NA,NA,-0.21475302
"1243","PG 490",NA,NA,-0.21470845
"1244","MEK1/2 Inhibitor",NA,NA,-0.21448954
"1245","Atipamezole (hydrochloride)",NA,NA,-0.21446592
"1246","CT-200783",NA,NA,-0.21443367
"1247","BRD-K43714262",NA,NA,-0.21433454
"1248","MLS002729053",NA,NA,-0.21426082
"1249","BRD-K94390774",NA,NA,-0.21424376
"1250","Venlafaxine",NA,NA,-0.21419014
"1251","9-Cis retinol",NA,NA,-0.21418411
"1252","CHEMBL254777",NA,NA,-0.21415669
"1253","CHEMBL1877309",NA,NA,-0.21411905
"1254","MLS-0435542.0001",NA,NA,-0.21403665
"1255","Robotnikinin",NA,NA,-0.21400908
"1256","Methapyrilene",NA,NA,-0.21400013
"1257","SMR000043634",NA,NA,-0.21396496
"1258","BRD-K48809858",NA,NA,-0.2139553
"1259","5-(2,4,5-Trihydroxybenzyl)imidazolidine-2,4-dione",NA,NA,-0.21391137
"1260","Floxuridine",NA,NA,-0.2139008
"1261","Floxuridine",NA,NA,-0.2139008
"1262","BRD-K23582869-001-01-3",NA,NA,-0.21389453
"1263","AC1OCDAW",NA,NA,-0.21388518
"1264","BRD-K40506152",NA,NA,-0.21381164
"1265","KW-2478",NA,NA,-0.21380621
"1266","ASN 05257430",NA,NA,-0.21379567
"1267","2-(4-(4-Chloro-1,2-diphenylbut-1-en-1-yl)phenoxy)-n,n-dimethylethanamine",NA,NA,-0.2137363
"1268","MLS002607684",NA,NA,-0.21357137
"1269","BG-1007",NA,NA,-0.2135355
"1270","BG-1017",NA,NA,-0.21352771
"1271","BRD-K36031516",NA,NA,-0.21348851
"1272","Tubastatin A",NA,NA,-0.21348066
"1273","Tyrphostin 51",NA,NA,-0.21333125
"1274","BRD-K94688728",NA,NA,-0.21325995
"1275","BRD-K38599483",NA,NA,-0.2132416
"1276","SMR000002300",NA,NA,-0.21322668
"1277","MLS000879465",NA,NA,-0.21317389
"1278","AC1LDJYQ",NA,NA,-0.21316068
"1279","MRE-269",NA,NA,-0.2131458
"1280","Rocuronium Bromide",NA,NA,-0.21306388
"1281","RU 58841",NA,NA,-0.21304018
"1282","Ebselen",NA,NA,-0.21303802
"1283","2-Fluoropalmitic acid",NA,NA,-0.21299896
"1284","Vesamicol",NA,NA,-0.21290821
"1285","U 0126",NA,NA,-0.21272726
"1286","AK-968/11781209",NA,NA,-0.21272677
"1287","CHEMBL1887751",NA,NA,-0.21272363
"1288","BRD-K14091022",NA,NA,-0.21270471
"1289","BRD-K97973721",NA,NA,-0.21261093
"1290","Ganciclovir",NA,NA,-0.21252319
"1291","10-Undecenal",NA,NA,-0.21250256
"1292","Cobalt (Ii) Chloride",NA,NA,-0.21240866
"1293","tioconazole",NA,NA,-0.2124079
"1294","Gossypin",NA,NA,-0.21215527
"1295","RO10-5824",NA,NA,-0.21215167
"1296","BRD-K84586204",NA,NA,-0.21213884
"1297","SRT-1720",NA,NA,-0.21213152
"1298","Propranolol",NA,NA,-0.21199141
"1299","MLS-0435541.0001",NA,NA,-0.21195014
"1300","Spermidine",NA,NA,-0.21194766
"1301","BRD-K54839171",NA,NA,-0.21183306
"1302","BRD-K14721042",NA,NA,-0.21179127
"1303","Mitiglinide calcium",NA,NA,-0.21176685
"1304","Danazol",NA,NA,-0.21172338
"1305","Zolantidine",NA,NA,-0.21166924
"1306","BG-1025",NA,NA,-0.21166499
"1307","BRD-K15559773",NA,NA,-0.21163938
"1308","Lafutidine",NA,NA,-0.2116331
"1309","UK 356618",NA,NA,-0.21162987
"1310","MLS-0223293.0001",NA,NA,-0.21139376
"1311","Megestrol",NA,NA,-0.21135931
"1312","PRIMA 1",NA,NA,-0.21131832
"1313","Thiothixene",NA,NA,-0.2111678
"1314","Fluticasone Propionate",NA,NA,-0.21115359
"1315","Mupirocin",NA,NA,-0.21112358
"1316","Trichostatin",NA,NA,-0.211081
"1317","N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide",NA,NA,-0.21100941
"1318","BRD-K51759637",NA,NA,-0.21094413
"1319","FTI276",NA,NA,-0.21087913
"1320","376348-65-1, Uk-427857, uk427857",NA,NA,-0.2108771
"1321","CHEMBL404099",NA,NA,-0.21085701
"1322","Domperidone",NA,NA,-0.21078919
"1323","SCHEMBL6874948",NA,NA,-0.21078434
"1324","BRD-K65526065",NA,NA,-0.21075612
"1325","BRD-K73664775",NA,NA,-0.21061476
"1326","Fluperlapine",NA,NA,-0.21049263
"1327","Alrestatin",NA,NA,-0.21044968
"1328","APD668",NA,NA,-0.21038211
"1329","BRD-K74428993",NA,NA,-0.21023412
"1330","Rebamipide",NA,NA,-0.21016491
"1331","BRD-K86535717",NA,NA,-0.21008719
"1332","Triazine Scaffold, 50",NA,NA,-0.21007372
"1333","Orlistat",NA,NA,-0.21004771
"1334","Aminopurvalanol",NA,NA,-0.21000626
"1335","BRD32048",NA,NA,-0.20993445
"1336","16Beta-hydroxydisitoxigenin",NA,NA,-0.20991584
"1337","SCHEMBL17457462",NA,NA,-0.20990917
"1338","BRD-K80368509",NA,NA,-0.20987956
"1339","BRD-K42620042",NA,NA,-0.20987393
"1340","MLS003171619",NA,NA,-0.20985698
"1341","AC1LPBDT",NA,NA,-0.20983367
"1342","SR-02000000346",NA,NA,-0.20981094
"1343","Dilazep",NA,NA,-0.20980867
"1344","BRD-K14159335",NA,NA,-0.20977194
"1345","MLS002607768",NA,NA,-0.20974314
"1346","BUTORPHANOL-(+)-TARTRATE (DEA license)",NA,NA,-0.20971626
"1347","MLS002607718",NA,NA,-0.20958415
"1348","Primidone",NA,NA,-0.20950119
"1349","Pelitinib",NA,NA,-0.20949346
"1350","BRD-K31260488",NA,NA,-0.20948817
"1351","Belinostat",NA,NA,-0.20947699
"1352","BRD-K19399946",NA,NA,-0.20943666
"1353","BRD-K72055444",NA,NA,-0.20943351
"1354","CHEMBL2361224",NA,NA,-0.20925806
"1355","10-(3-Aminopropyl)-8-chloro-10H-phenothiazine-2,3-diol",NA,NA,-0.20919814
"1356","Phenelzine",NA,NA,-0.20917314
"1357","Hydroxycholesterol",NA,NA,-0.20917224
"1358","ZINC01041848",NA,NA,-0.20913829
"1359","SCHEMBL13401107",NA,NA,-0.2091116
"1360","Hexamethylenebisacetamide",NA,NA,-0.2090775
"1361","BML-286",NA,NA,-0.20907307
"1362","AC1M5YQH",NA,NA,-0.20902247
"1363","MLS002729021",NA,NA,-0.20901938
"1364","BRD-K18542345",NA,NA,-0.20900854
"1365","Tyrphostin 25",NA,NA,-0.20891938
"1366","MLS003329221",NA,NA,-0.20864235
"1367","Zaprinast",NA,NA,-0.20853581
"1368","SA-427137",NA,NA,-0.20852378
"1369","15D-PGJ2",NA,NA,-0.20848729
"1370","Spironolactone",NA,NA,-0.20836176
"1371","Blebbistatin",NA,NA,-0.20836153
"1372","Triazine Scaffold, 39",NA,NA,-0.20834649
"1373","CHEMBL2359459",NA,NA,-0.20833481
"1374","BRD-K14095788",NA,NA,-0.20828864
"1375","CHEMBL1271323",NA,NA,-0.20822347
"1376","SMR000146610",NA,NA,-0.20821988
"1377","BG-1028",NA,NA,-0.20818321
"1378","Glutamyldopamine",NA,NA,-0.20812508
"1379","MLS001217863",NA,NA,-0.20811827
"1380","RG7227, ITMN-191, RO5190591, 850876-88-9",NA,NA,-0.20810136
"1381","Pralatrexate",NA,NA,-0.20808187
"1382","Anagrelide",NA,NA,-0.20806212
"1383","DR 2313",NA,NA,-0.20804954
"1384","PCL2_000349",NA,NA,-0.2080041
"1385","CYM5951",NA,NA,-0.20796709
"1386","2,3-Diamino-1-phenylpropan-1-one",NA,NA,-0.20796033
"1387","Eugenitol",NA,NA,-0.20793419
"1388","IN1054",NA,NA,-0.20791718
"1389","Lysergol",NA,NA,-0.2078381
"1390","doxorubicin",NA,NA,-0.20782509
"1391","Flunisolide",NA,NA,-0.20777175
"1392","Salvinorin A",NA,NA,-0.20776538
"1393","DL-Norepinephrine",NA,NA,-0.20772173
"1394","SB239063",NA,NA,-0.20771252
"1395","N-(Carboxycarbonyl)-d-phenylalanine",NA,NA,-0.20763624
"1396","BRD-K51556300-001-01-9",NA,NA,-0.20758288
"1397","SMR000318028",NA,NA,-0.20756902
"1398","CHEMBL2130683",NA,NA,-0.20755782
"1399","Etoposide",NA,NA,-0.20755073
"1400","BRD-K19147816",NA,NA,-0.20753689
"1401","Dephostatin",NA,NA,-0.20752478
"1402","SA-1921783",NA,NA,-0.20749935
"1403","MLS003221389",NA,NA,-0.20748031
"1404","Cefaclor",NA,NA,-0.20736924
"1405","SPECTRUM3_001992",NA,NA,-0.20736528
"1406","BRD-K14383710",NA,NA,-0.20736174
"1407","MLS006011051",NA,NA,-0.20732277
"1408","5-S-cysteinyl-dopa",NA,NA,-0.20728681
"1409","2-(1,3-Benzoxazol-2-ylsulfanyl)-n-(2-methoxyphenyl)acetamide",NA,NA,-0.20725504
"1410","BRD-K00248354",NA,NA,-0.2071709
"1411","GS-39783",NA,NA,-0.20712903
"1412","Tyrphostin AG 538",NA,NA,-0.20712107
"1413","BRD-K86326967",NA,NA,-0.20695547
"1414","3,4'-Dimethoxyflavone",NA,NA,-0.20693754
"1415","Betaxolol",NA,NA,-0.20689798
"1416","MLS001250347",NA,NA,-0.2068899
"1417","YS-035",NA,NA,-0.20682438
"1418","CHEMBL2057940",NA,NA,-0.20680832
"1419","Pidotimod",NA,NA,-0.20673489
"1420","BSPBIO_002472",NA,NA,-0.20665368
"1421","SA-1938740",NA,NA,-0.20660144
"1422","ON-01910",NA,NA,-0.20655087
"1423","BRD-K84244541",NA,NA,-0.2065408
"1424","Bendroflumethiazide",NA,NA,-0.20653784
"1425","BMS-345541",NA,NA,-0.20645922
"1426","ACON1_002163",NA,NA,-0.20645682
"1427","SCHEMBL3092652",NA,NA,-0.20637509
"1428","MLS002703291",NA,NA,-0.20628116
"1429","LE-135",NA,NA,-0.20624934
"1430","BRD-K96663038",NA,NA,-0.20624391
"1431","MLS000519739",NA,NA,-0.20618071
"1432","Harmine",NA,NA,-0.20615762
"1433","CHEMBL3184201",NA,NA,-0.20605977
"1434","Linifanib",NA,NA,-0.20605543
"1435","Dmba",NA,NA,-0.20599177
"1436","CID 75060947",NA,NA,-0.20589139
"1437","Nepafenac",NA,NA,-0.20587282
"1438","UREA",NA,NA,-0.20583993
"1439","BRD-K32605311",NA,NA,-0.20578578
"1440","172516-45-9",NA,NA,-0.20578217
"1441","Iodophenpropit",NA,NA,-0.20576213
"1442","Farnesylthioacetic acid",NA,NA,-0.20572736
"1443","NCGC00025322-01",NA,NA,-0.20572719
"1444","BRD-K89986699",NA,NA,-0.2057206
"1445","CHEMBL3184495",NA,NA,-0.20568748
"1446","BRD-K02256002",NA,NA,-0.20567611
"1447","STK222600",NA,NA,-0.20553096
"1448","PF 543",NA,NA,-0.2054864
"1449","Linoleamide",NA,NA,-0.20547688
"1450","BRD-K08920503",NA,NA,-0.20546776
"1451","ALD1-H_001009",NA,NA,-0.20545357
"1452","N-[4-(Acridin-9-ylmethyl)-3-methoxyphenyl]methanesulfonamide",NA,NA,-0.20544955
"1453","CHEMBL1476499",NA,NA,-0.20539879
"1454","GSK-1070916",NA,NA,-0.20538168
"1455","HLI-373",NA,NA,-0.20536998
"1456","CP93129",NA,NA,-0.20535856
"1457","Myricetin",NA,NA,-0.20533065
"1458","Enclomiphene",NA,NA,-0.2052707
"1459","Cefoxitin",NA,NA,-0.20525265
"1460","Hexamethonium",NA,NA,-0.20519948
"1461","Quipazine",NA,NA,-0.20510136
"1462","BDBM29595",NA,NA,-0.20508814
"1463","BRD-K44887903",NA,NA,-0.20496272
"1464","AC1L5AAF",NA,NA,-0.20492065
"1465","STK327831",NA,NA,-0.20483555
"1466","BRD-K71387353",NA,NA,-0.20475942
"1467","AC1MCT8Q",NA,NA,-0.20470896
"1468","SA-1456102",NA,NA,-0.20460256
"1469","Fluoropyruvate",NA,NA,-0.20456556
"1470","Arctigenin",NA,NA,-0.20452328
"1471","Pirfenidone",NA,NA,-0.2044156
"1472","UNC 669",NA,NA,-0.20434826
"1473","BRD-A70541707",NA,NA,-0.20429896
"1474","Morin",NA,NA,-0.20425989
"1475","MLS000039538",NA,NA,-0.20421922
"1476","STK151112",NA,NA,-0.2041893
"1477","ZINC01045466",NA,NA,-0.20418912
"1478","Indirubin-3'monoxime",NA,NA,-0.20407836
"1479","Latanoprost",NA,NA,-0.20399435
"1480","Capecitabine",NA,NA,-0.20397705
"1481","BRD-K80439608",NA,NA,-0.20394899
"1482","BRD-K42589221",NA,NA,-0.20393324
"1483","Coumarin",NA,NA,-0.2039212
"1484","Moxonidine",NA,NA,-0.20384524
"1485","BRD-K81164606-001-01-7",NA,NA,-0.20380293
"1486","RO-5-3335",NA,NA,-0.2037977
"1487","2-Chloro-7-methoxy-10H-phenothiazine",NA,NA,-0.20375181
"1488","PSI-6130",NA,NA,-0.20363998
"1489","Ketorolac",NA,NA,-0.20363426
"1490","Latrunculin B",NA,NA,-0.20362213
"1491","DROSPIRENONE",NA,NA,-0.20355102
"1492","BRD-K20099363",NA,NA,-0.20345685
"1493","SA-1919345",NA,NA,-0.2034541
"1494","SCHEMBL17052537",NA,NA,-0.20342733
"1495","Pargyline",NA,NA,-0.20335427
"1496","BRD-K64523453",NA,NA,-0.20333649
"1497","MLS001065866",NA,NA,-0.2033359
"1498","CTK8E8566",NA,NA,-0.20331502
"1499","Gly-Gly-Palo",NA,NA,-0.20324514
"1500","Cefdinir",NA,NA,-0.20324496
"1501","SA-426799",NA,NA,-0.20324261
"1502","AZD7545",NA,NA,-0.20322205
"1503","AZD7545",NA,NA,-0.20322205
"1504","T5332667",NA,NA,-0.20317784
"1505","8-Epi-15-d2c-isop",NA,NA,-0.2031227
"1506","M3M3FBS",NA,NA,-0.20310096
"1507","Thiostrepton",NA,NA,-0.20305888
"1508","Thiostrepton",NA,NA,-0.20305888
"1509","Piperidolate",NA,NA,-0.2030405
"1510","Cordycepin",NA,NA,-0.20295795
"1511","Amodiaquine",NA,NA,-0.20286078
"1512","Tiratricol",NA,NA,-0.20283552
"1513","Bimatoprost",NA,NA,-0.2026383
"1514","CHEMBL1905358",NA,NA,-0.20262811
"1515","Pifithrin",NA,NA,-0.20261226
"1516","NBI 27914",NA,NA,-0.20259925
"1517","BRD-K76925500",NA,NA,-0.20251125
"1518","MLS002473642",NA,NA,-0.20250881
"1519","Veliparib (ABT-888)",NA,NA,-0.20250368
"1520","Flurofamide",NA,NA,-0.20248007
"1521","Amiloride",NA,NA,-0.20244469
"1522","Carprofen",NA,NA,-0.20242395
"1523","BRD-K73788182",NA,NA,-0.2024236
"1524","BRD-K64402699",NA,NA,-0.20241844
"1525","CHEMBL578162",NA,NA,-0.20241253
"1526","TGX 221",NA,NA,-0.20235067
"1527","19-Norethindrone acetate",NA,NA,-0.2023227
"1528","BRD-K23438281",NA,NA,-0.20232031
"1529","BRD-K87851508",NA,NA,-0.202291
"1530","Imidurea",NA,NA,-0.20226414
"1531","Ethinyl Estradiol",NA,NA,-0.20220733
"1532","BRD-K09804899",NA,NA,-0.20220195
"1533","2-(6-Methyl-1H-indol-3-yl)ethanamine",NA,NA,-0.20219706
"1534","Pyrimethamine",NA,NA,-0.20218368
"1535","MLS-0315803.0001",NA,NA,-0.20217891
"1536","DL-Tryptophan",NA,NA,-0.20215967
"1537","Temozolomide",NA,NA,-0.20207759
"1538","Valpropylhydroxamic acid",NA,NA,-0.20207289
"1539","MLS002474519",NA,NA,-0.20206644
"1540","CHEMBL1270915",NA,NA,-0.20201954
"1541","Linoleoyl Glycine",NA,NA,-0.2020066
"1542","BRD-K17645417",NA,NA,-0.20197962
"1543","SKF-83566",NA,NA,-0.2019628
"1544","NCGC00170564-01",NA,NA,-0.20193836
"1545","CHEMBL2359871",NA,NA,-0.20193751
"1546","SA-440772",NA,NA,-0.20187022
"1547","CHEMBL2360064",NA,NA,-0.20184338
"1548","MLS000083313",NA,NA,-0.20182316
"1549","AG 14361",NA,NA,-0.20182219
"1550","AC1MCK56",NA,NA,-0.20181337
"1551","Benzoic acid",NA,NA,-0.20180484
"1552","CHEMBL3188661",NA,NA,-0.20176553
"1553","TH02453-036-P1",NA,NA,-0.20173207
"1554","Naringenin",NA,NA,-0.20157391
"1555","Naringenin",NA,NA,-0.20157391
"1556","AC1O8PYD",NA,NA,-0.20156123
"1557","BRD-K65904652",NA,NA,-0.20155661
"1558","CHEMBL453376",NA,NA,-0.20153847
"1559","Lorglumide",NA,NA,-0.20146174
"1560","SCHEMBL5962596",NA,NA,-0.20145884
"1561","VU-0415556-1",NA,NA,-0.20145754
"1562","BRD-K38986089",NA,NA,-0.20142576
"1563","BRD-K24621485",NA,NA,-0.20138937
"1564","7-Hydroxyflavone",NA,NA,-0.20138004
"1565","BG-1027",NA,NA,-0.20132002
"1566","CHROMOMYCIN-A3",NA,NA,-0.20127623
"1567","MLS001173561",NA,NA,-0.20121621
"1568","IN1128",NA,NA,-0.20119788
"1569","3,3-Dimethyl-6-{[(5-methyl-3-phenyl-1,2-oxazol-4-yl)carbonyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NA,NA,-0.20114286
"1570","THR1 Inhibitor, 2",NA,NA,-0.20114095
"1571","CHEMBL2141431",NA,NA,-0.20111339
"1572","2-(4-Chlorophenyl)-6-(methylthio)-4-oxo-3,4-dihydro-2H-1,3-thiazine-5-carbonitrile",NA,NA,-0.20108582
"1573","GP 2A",NA,NA,-0.20104605
"1574","SCHEMBL618594",NA,NA,-0.20102375
"1575","Pralidoxime",NA,NA,-0.2010142
"1576","MLS002264439",NA,NA,-0.20100078
"1577","BG-1029",NA,NA,-0.20097836
"1578","Securinine",NA,NA,-0.20087673
"1579","Securinine",NA,NA,-0.20087673
"1580","Aminolevulinic acid",NA,NA,-0.20080701
"1581","BRD-K37088230",NA,NA,-0.20079159
"1582","BRD-K44980533",NA,NA,-0.20079099
"1583","9-Methyl-5H-6-thia-4,5-diaza-chrysene 6,6-dioxide",NA,NA,-0.20074469
"1584","BG-1026",NA,NA,-0.20074402
"1585","MLS000729763",NA,NA,-0.20068307
"1586","GLPG0634",NA,NA,-0.20062748
"1587","Chlormezanone",NA,NA,-0.2005619
