Name_GeneSymbol,Value_LogDiffExp,Significane_pvalue
OR10AG1,-0.041701452,0.437704106
MOB1B,-0.041710524,0.69697787
CRNKL1,-0.04175206,0.474678848
DKFZp779M0652,-0.041754667,0.520904829
MRPL3,-0.041769226,0.760292142
KRTAP6-1,-0.041787893,0.535400914
SCARB1,-0.041845012,0.3149429
CD300LD-AS1,-0.041861583,0.444652154
IL3,-0.041870179,0.454886161
PARN,-0.041873619,0.43427213
NR5A1,-0.04191606,0.474915458
PSMG1,-0.041936417,0.535881283
LRP11,-0.04195494,0.39471953
MYOC,-0.04197075,0.484705309
HNMT,-0.041973369,0.805835707
ZNF233,-0.041975905,0.396740133
LOC645513,-0.041976143,0.583098301
ZNF732,-0.04197631,0.435697894
UGT2A3,-0.0420405,0.532032638
SLC13A3,-0.042156667,0.443322218
MS4A5,-0.042185869,0.44285116
NIPA1,-0.042200393,0.695604587
RPS19,-0.042208452,0.705149057
LOC84214,-0.042246024,0.41358246
SYT14,-0.042250238,0.416647345
RP9P,-0.042255738,0.311049507
MIR135A1,-0.04226169,0.532738832
GH1,-0.042264952,0.529307953
PON1,-0.042274238,0.416144533
STK38L,-0.042287381,0.579707828
ADAMTS17,-0.042296964,0.405650542
CCDC120,-0.042307298,0.499965628
DAOA-AS1,-0.042325881,0.412397442
KCNMB2,-0.042329536,0.58961947
GHR,-0.042342964,0.435990984
RNASE12,-0.042347345,0.329404505
KIRREL2,-0.042367357,0.516537492
PRRT3,-0.042402476,0.303021492
HNRNPA2B1,-0.042402976,0.502621374
RAB9BP1,-0.042414583,0.349852509
CYP3A7-CYP3A51P,-0.04243006,0.288876611
PLEKHF2,-0.042440762,0.67106698
MIX23,-0.042472,0.720962516
GPR176,-0.042498548,0.415327666
NUP62CL,-0.042538786,0.801297213
EREG,-0.042540726,0.490460437
DSP,-0.04254669,0.543671167
THUMPD1,-0.042570536,0.657199838
TMEM117,-0.042573976,0.621476495
SOD1,-0.04257625,0.799289419
NGB,-0.042603131,0.524158818
LOC400940,-0.042612726,0.408607795
GGACT,-0.042638262,0.388119726
SPOPL,-0.042652369,0.709554929
BRD7P3,-0.042725179,0.400080689
TRPV6,-0.042730988,0.528581694
IL2,-0.04275831,0.294510488
PMCH,-0.042759429,0.305234198
LOC100128988,-0.042771095,0.52931993
DPP10,-0.042777,0.430715701
ZDHHC14,-0.042823619,0.49493886
DLG5-AS1,-0.042824298,0.512514921
TERB2,-0.042828357,0.42968047
IFNAR1,-0.042860488,0.661426411
CDX2,-0.042865869,0.39359535
EBF1,-0.042868274,0.780175448
HEPH,-0.042877821,0.605816249
SNAP91,-0.042886631,0.29362426
QPCTL,-0.042918512,0.266131562
HAS3,-0.042932048,0.329028207
FAM118A,-0.042948667,0.651183043
MTFP1,-0.042951738,0.307004755
ZNF804A,-0.04296331,0.479399003
PRSS27,-0.042982143,0.44612036
ZNF783,-0.042992774,0.424866989
KRTAP10-3,-0.04299881,0.538122221
SULT2A1,-0.043017631,0.44166182
CPZ,-0.04302244,0.485837119
S100A11,-0.043033095,0.456399986
MAPRE1,-0.043035119,0.502052517
CNTLN,-0.043037155,0.6613018
MAG,-0.043048488,0.513259834
SNORD21,-0.043099405,0.710821171
OR52N1,-0.043148119,0.465238531
VPREB1,-0.043168643,0.556975086
OXSR1,-0.043171429,0.505909311
ZMPSTE24,-0.043171702,0.704056599
MAGEB6,-0.043172238,0.429906427
OR10J5,-0.043187833,0.461503787
KIF26A,-0.043192988,0.426773913
SLC38A4,-0.043235107,0.481291838
HBA2,-0.043244405,0.047213669
RIIAD1,-0.043260786,0.457629452
CCDC182,-0.043281167,0.412063066
HSP90AA5P,-0.043283298,0.336484249
CCDC158,-0.0433125,0.482759017
FBLN1,-0.043400714,0.389240903
USO1,-0.0434265,0.598686124
MLANA,-0.043427929,0.405304989
STAC,-0.043436869,0.403133963
GRB14,-0.043468024,0.460208729
ASB10,-0.04347369,0.476038408
PLEKHN1,-0.043475036,0.364020082
RRM2B,-0.043498286,0.68435898
ZBTB47,-0.043504917,0.417791253
ANKRD6,-0.043512702,0.493920042
SLCO1B1,-0.043513369,0.381372928
OR51I1,-0.043514107,0.435682641
ZNF787,-0.043526643,0.376414979
BEND3,-0.043530798,0.429778539
SLFNL1,-0.043569012,0.492122459
PGLS,-0.043579988,0.504775751
IRS4,-0.043590202,0.346285176
CYSTM1,-0.043609048,0.743359412
ATG9B,-0.043611643,0.366069695
EIF3J,-0.043612631,0.667002861
ARL8A,-0.043623548,0.591629105
ACBD5,-0.0436265,0.587338274
THY1,-0.043640048,0.498594643
TMEM68,-0.043654393,0.673863339
RTKN,-0.043666333,0.331208082
SPATA19,-0.043709952,0.482521253
ARL4C,-0.043723988,0.780730596
LCE4A,-0.043728476,0.512997382
MIF,-0.04372994,0.517357294
SMARCA1,-0.043753321,0.389604691
NTHL1,-0.04375994,0.427721588
CLEC18B,-0.043775083,0.588950333
PLCH1,-0.043779429,0.477868591
PUM3,-0.043799679,0.735623354
NPTXR,-0.043813036,0.418423414
IFI27L1,-0.043817845,0.462008944
IFNLR1,-0.043841583,0.462069979
LBP,-0.043856071,0.430278867
LOC100129884,-0.043875012,0.612836806
ADAM22,-0.04392175,0.501323199
FN1,-0.043924036,0.560672207
SPARCL1,-0.043933119,0.374632562
HSF4,-0.043948524,0.387153725
RUNDC3B,-0.043949274,0.572251316
ACAP2,-0.044009881,0.56698251
LOC441204,-0.044013821,0.599438136
PNP,-0.044015881,0.825375523
KRTAP6-2,-0.044023286,0.482816764
SYT1,-0.044023369,0.431004895
AEBP2,-0.044028464,0.609311082
XKR4,-0.044044417,0.478311292
OR9A4,-0.044047321,0.483009565
KCNA5,-0.044101536,0.429379938
CNPY2,-0.044141429,0.574134475
PLEKHM3,-0.044177095,0.638156961
FAM218A,-0.04417731,0.41409655
UBE2K,-0.044185024,0.508879624
DLG2,-0.04419569,0.339328486
SLC25A53,-0.044204429,0.555305922
ZDHHC21,-0.044211393,0.786969106
RABIF,-0.04421181,0.358703081
MRPS17,-0.044265619,0.446711681
DMWD,-0.044269274,0.460390196
CYP26A1,-0.044273143,0.40789257
PGC,-0.044285464,0.518049592
IGHV3-69-1,-0.044297845,0.826752355
HECW1-IT1,-0.044301119,0.412429033
BEGAIN,-0.044301976,0.48801114
C20orf141,-0.044302857,0.504385586
PTPMT1,-0.044309095,0.454846471
CFAP210,-0.044309833,0.324674751
ADAMTS16,-0.044310631,0.49811414
LOC100288208,-0.044311714,0.352169984
INSL4,-0.044313845,0.435079624
C20orf181,-0.044326107,0.436063386
GBP3,-0.044339238,0.826457296
CRADD,-0.044361821,0.389171614
MAEL,-0.04437125,0.38455684
HNRNPM,-0.044426821,0.494293949
VGLL2,-0.044438024,0.448304987
DNAJC2,-0.044538107,0.735095077
TXNDC15,-0.044544202,0.626855438
NDFIP2,-0.04460044,0.521277667
LINC02961,-0.044606226,0.53366864
OR1D4,-0.044612833,0.518918325
IFITM10,-0.044640179,0.596638191
ANXA1,-0.044648452,0.713949738
MRPL55,-0.044666929,0.231873414
XKRYP7,-0.044667262,0.295413919
MARCHF9,-0.044672131,0.43921412
TTC13,-0.044721262,0.611496421
USP47,-0.044762643,0.681795156
ARTN,-0.044800262,0.468238141
LINC00208,-0.044843095,0.387906651
ZBTB7C-AS2,-0.044852798,0.42510255
UPK1B,-0.04487981,0.548202811
PCDHB14,-0.044886631,0.519061131
GPR182,-0.044896298,0.475038921
PIK3C2G,-0.044902333,0.300560631
ZNF813,-0.044932881,0.726506886
SNORD96B,-0.044942774,0.430193414
SNORD115-14,-0.044964833,0.34536896
CIP2A,-0.044980107,0.712952001
SANBR,-0.04501119,0.530069544
TMEM200A,-0.045041774,0.447427376
KIAA1217,-0.045042095,0.272040503
KRTAP19-6,-0.045053667,0.384049169
MRPS26,-0.045083143,0.210031412
WFDC9,-0.045096524,0.495803542
OLFML3,-0.045107512,0.468149181
CTNNA2,-0.045122607,0.448733573
FIZ1,-0.04512956,0.336636101
CNMD,-0.045148369,0.447761138
FREM3,-0.045149298,0.485120895
MED25,-0.045151893,0.632672232
ZACN,-0.045157488,0.422919945
SAMD15,-0.045224952,0.622235367
HTN3,-0.045242274,0.503054782
KNTC1,-0.045280726,0.571121402
NAALADL1,-0.045308333,0.289379463
MROH2A,-0.045322512,0.352546074
SLC7A1,-0.04533719,0.646226419
ATP5MF,-0.045339679,0.703240819
C19orf25,-0.045339952,0.246951332
SLC7A7,-0.045339988,0.667213998
SERPINB12,-0.04534831,0.41055548
URB1-AS1,-0.045362929,0.352602914
POU6F2,-0.045379524,0.521996269
LOC100129648,-0.045392262,0.475087318
SNORA70D,-0.045412762,0.453123095
OR51I2,-0.045431012,0.496262692
CDC20B,-0.045435179,0.356993907
GABPB1,-0.045444536,0.537893345
TNNC2,-0.045458774,0.413886438
MEGF8,-0.045476429,0.56148669
BCO1,-0.04548019,0.44799567
RPS15,-0.045503345,0.482604223
SLC5A4,-0.045503821,0.423068605
RPL15,-0.045559167,0.68276296
IMPA1,-0.045567381,0.577765072
ADGRA2,-0.045579405,0.445889374
HSPB9,-0.045586417,0.460513944
C4orf17,-0.04558725,0.428932082
DUSP28,-0.045595071,0.399277698
ZNF790,-0.045599012,0.614503355
LIPM,-0.045655095,0.309641795
ZNF678,-0.04565575,0.749634931
GFRA4,-0.045733524,0.485244242
SLC26A6,-0.04575269,0.504005171
FABP4,-0.045767774,0.476434406
CHD2,-0.045792167,0.333089766
WDHD1,-0.045808274,0.668026069
GRIA3,-0.045808786,0.425324893
SNX16,-0.04587075,0.733302746
GMNN,-0.045876417,0.544626395
HCN3,-0.045881762,0.483820142
OTX1,-0.045898357,0.644630109
C1orf105,-0.045916857,0.381892934
ZNF629,-0.045923464,0.336302749
ACE2,-0.045956607,0.443160408
LEAP2,-0.045959417,0.360131637
LGALS8-AS1,-0.045969702,0.350726244
OR10A6,-0.045981083,0.42097237
FAT3,-0.0459905,0.410647015
TTLL9,-0.04600081,0.363823373
MPC1L,-0.046001464,0.362813755
FSIP1,-0.04603631,0.305991741
SYCP1,-0.046061048,0.306683268
UBE2R2,-0.046070952,0.54648319
DDI2,-0.046099667,0.584741281
C18orf54,-0.04613844,0.603171911
SBK1,-0.046141202,0.446388522
SASS6,-0.04618219,0.636421101
KIAA1143,-0.04620131,0.717809131
GAB4,-0.04620725,0.434300388
PIERCE1,-0.04621406,0.330986604
C1orf115,-0.046240893,0.271629582
USF2,-0.046276607,0.25926582
ZDHHC23,-0.046283571,0.304904675
FAM3A,-0.04632356,0.437500013
ORMDL1,-0.046335929,0.681199197
CDY1B,-0.046346881,0.352882118
KCNK16,-0.046351036,0.453203031
SPRR2G,-0.046364952,0.389075618
ETAA1,-0.0463655,0.734723725
TMCC3,-0.046368798,0.749304724
SOX10,-0.046371262,0.39315983
ATF5,-0.046373571,0.472854938
ADAM3A,-0.046394131,0.311613919
BPY2C,-0.046395607,0.394064582
CD163L1,-0.046411381,0.370915096
DDX11L9,-0.046420226,0.790942022
SGK2,-0.046423345,0.404169855
GABRG3,-0.046424738,0.375532404
SERPINA12,-0.04643756,0.421111794
RPL23AP32,-0.04644231,0.467730944
KRTAP5-11,-0.04649531,0.43097236
TACR1,-0.046500845,0.484025937
UGT2B4,-0.046505393,0.447476427
MGAT4D,-0.04652406,0.240415698
CADPS2,-0.046536821,0.26603318
CEMIP2,-0.046550619,0.621852917
TRAM1,-0.046556286,0.532016259
PLD6,-0.04655806,0.30793128
RDH13,-0.046606381,0.285451334
DBX2,-0.046615452,0.359240363
STRCP1,-0.04662356,0.541286413
LCORL,-0.046672607,0.599917976
LOC400002,-0.04668331,0.47948568
NDUFA13,-0.046683738,0.250790727
OR6B1,-0.04669169,0.549777187
COG6,-0.046738607,0.736291522
OR10A5,-0.046782083,0.415781087
CYP2B6,-0.046790964,0.504242371
CUL5,-0.046793274,0.711498842
ROMO1,-0.046794333,0.366382822
S100A9,-0.046803095,0.694352949
LOC102724562,-0.046812679,0.32830453
RPE65,-0.046848155,0.507853047
MIR148B,-0.046876012,0.635895726
LOC100134317,-0.046876631,0.421499678
LINC00965,-0.046883274,0.516200261
CYP11B1,-0.046898583,0.536527745
SENP7,-0.046903786,0.647227366
NOP16,-0.046941357,0.471251544
CARNMT1,-0.046958952,0.678974478
HMBS,-0.046963988,0.82527708
LOC149373,-0.046972083,0.595993505
PRB3,-0.046974667,0.468942528
NXPE2,-0.046986738,0.40814291
STEAP2,-0.047003571,0.484600296
MNT,-0.047013476,0.395773788
LINC00472,-0.047013702,0.503744277
LOC400692,-0.047017548,0.481991201
PARG,-0.047035643,0.598062575
TTLL13,-0.047035798,0.536610741
SLC35D3,-0.047043274,0.501864929
SHOC2,-0.047052857,0.523520566
CCER1,-0.047063571,0.395469842
SH3BGRL3,-0.047067071,0.257802073
EN2,-0.047074929,0.369339148
RABEP2,-0.047091869,0.365741969
TMEM92,-0.047095738,0.458538475
EPCAM,-0.047097,0.855660774
FLJ40536,-0.0471035,0.523024418
ZIC2,-0.047112214,0.421318478
HTR5A,-0.04711431,0.417960173
H4C2,-0.04711856,0.662961364
TPM2,-0.04711994,0.369374691
IFNL2,-0.04715569,0.611965717
POMGNT2,-0.047156917,0.443721552
ELF5,-0.047178845,0.420882763
KRTAP3-3,-0.047191357,0.31772199
PALM3,-0.047249643,0.3585221
RASAL2,-0.0472505,0.338065507
LYG2,-0.047252345,0.327089468
SNORD115-43,-0.047279452,0.238993573
NMD3,-0.047295262,0.763644702
NARF,-0.047305393,0.509486616
SRPX,-0.047311274,0.48569502
HTR3D,-0.04733831,0.453522499
TEX12,-0.047359048,0.401678063
B4GALT4,-0.047367155,0.632744615
PPP4C,-0.047367167,0.534892048
ZNF821,-0.047373,0.341157985
CELSR1,-0.047417262,0.263427545
ZNF29P,-0.047427464,0.442355834
COLEC11,-0.047462857,0.502389606
SNX32,-0.047488476,0.382307449
PCNP,-0.047489679,0.595597593
IGFBP3,-0.047525536,0.331071988
NRIP1,-0.047585786,0.722603093
FEM1A,-0.047597714,0.478270117
NOTCH4,-0.047656762,0.455334487
LINC01521,-0.047688083,0.427980647
TSG101,-0.047696738,0.442594904
CLINT1,-0.047711464,0.53747835
DNM1,-0.047775345,0.37535969
SPATA46,-0.047818524,0.357006282
TRIP6,-0.047821857,0.393825092
SEC14L1,-0.047823214,0.589752445
LRRC19,-0.047850571,0.260897779
PRKAR1B,-0.047885238,0.462934152
VANGL2,-0.047906917,0.521660011
GRIK3,-0.047909952,0.446285604
CASZ1,-0.047924917,0.530244649
SCRIB,-0.047963155,0.347943424
DMBX1,-0.047971512,0.385972241
SRSF4,-0.048003298,0.410651978
RPTN,-0.048082381,0.356081161
OR13C4,-0.048098762,0.538039567
FAM74A6,-0.048100845,0.398313101
GIP,-0.048120333,0.319845789
VAMP3,-0.048121536,0.52470955
OR7E24,-0.048169964,0.450773549
GPR32P1,-0.048171107,0.612883627
SRPK1,-0.048208786,0.733715362
NPBWR2,-0.048214345,0.513579689
PRDM8,-0.048299929,0.481088644
ODF4,-0.048303143,0.344648445
HRNR,-0.04830706,0.440212843
PCDHGA1,-0.04831369,0.174690685
OBP2A,-0.048335929,0.52813602
ARHGEF38,-0.048337452,0.351571051
PCDHA7,-0.048350893,0.428948586
GYG1,-0.048359381,0.707807366
MROH2B,-0.04836694,0.38333401
SRSF9,-0.048375631,0.358359851
AGRP,-0.048389095,0.332481298
FLRT2,-0.048401952,0.298276355
IFNA21,-0.048452762,0.234379631
RSBN1L,-0.048462214,0.565688368
ADAM6,-0.048488369,0.270440674
SORCS1,-0.048490702,0.389488486
PAK4,-0.048493762,0.221864381
PSMG2,-0.048524655,0.648551022
LOC100287166,-0.048524786,0.377654277
GJB3,-0.04855844,0.36055822
OR13C3,-0.04857144,0.370343805
RPL21P28,-0.048582833,0.844262297
HTR1E,-0.048600226,0.490376827
RSPH14,-0.048611048,0.659550132
OR4L1,-0.048612917,0.434964799
GAREM1,-0.048626405,0.383383625
RLN1,-0.048662821,0.426120323
CCDC28B,-0.048676238,0.324256492
FLJ44477,-0.048714595,0.542800414
RPSAP52,-0.04873275,0.318017886
GCH1,-0.048742333,0.788421898
ACSM1,-0.048815798,0.317821956
LGI1,-0.048821714,0.323386387
FLJ38773,-0.048833262,0.50397278
IRGC,-0.048850488,0.412754721
RFX6,-0.04886294,0.209278788
HENMT1,-0.048871583,0.556669289
FGF5,-0.048894048,0.424296543
PRELP,-0.048928798,0.418827991
IL10,-0.048938893,0.393325006
MIR196A1,-0.048953083,0.528491139
SYN3,-0.048969262,0.419986675
CALM1,-0.048977381,0.361138253
ADGB,-0.049006643,0.222964194
NUP50,-0.0490275,0.544482752
RNF139,-0.049029107,0.436470852
CDC5L,-0.049048905,0.558490041
RPL34,-0.049071988,0.893446047
GPRC5D,-0.04910244,0.723687987
KCNE5,-0.049102643,0.464290715
P2RY6,-0.049113298,0.350203686
POLR1G,-0.049123917,0.268172992
NOC2LP2,-0.049133524,0.479620621
DMRTC2,-0.049136024,0.378680692
ELAPOR1,-0.049152714,0.860144404
ERVFC1-1,-0.049170345,0.558500848
MYORG,-0.049209607,0.394344286
ELOVL2-AS1,-0.049222976,0.518844806
FASN,-0.049240119,0.270301179
KCNIP1,-0.04932625,0.340402275
PLA2G7,-0.049340083,0.85910691
TMPRSS15,-0.049342262,0.321415388
GABRQ,-0.049354595,0.381376003
H4C6,-0.049357643,0.717202238
CIBAR1P2,-0.04938381,0.430168443
MCC,-0.049426619,0.421523621
MARCHF7,-0.049449881,0.460749783
GJA9-MYCBP,-0.049467976,0.351975729
ACKR4,-0.049473202,0.491644175
FAM91A1,-0.049515833,0.508563115
USB1,-0.049535357,0.621055424
DMD,-0.049538679,0.221013024
AOPEP,-0.049548405,0.339154244
NINL,-0.049551976,0.306218491
RNASE8,-0.049565179,0.387654252
TMEM11,-0.049598893,0.326571922
GNAI1,-0.049599869,0.407557041
ITGA8,-0.049613607,0.483194795
ADRB3,-0.049653036,0.462171713
ACE,-0.049654143,0.300441839
ADD3,-0.049678631,0.462999014
POLE4,-0.049727071,0.418153951
FAM174C,-0.049731238,0.253100172
ZNF180,-0.049752917,0.367170839
SHTN1,-0.049773405,0.799210264
RAP1GDS1,-0.04978031,0.706405895
GRB7,-0.049824357,0.399100063
CEP152,-0.049854274,0.58329301
HES1,-0.049862452,0.362513496
GPR179,-0.049867536,0.416822907
FBXW12,-0.049870107,0.372527282
TEX47,-0.049887286,0.366783086
LINC01260,-0.049897012,0.529958472
TRMT1L,-0.049902167,0.511499315
ATP8B3,-0.049905595,0.370878807
MFSD4A,-0.049915905,0.326310364
MYBPC3,-0.049920071,0.384226883
MTTP,-0.049923893,0.393306786
CCDC183,-0.049950607,0.345244473
SMS,-0.04996,0.401149549
RCVRN,-0.049961976,0.697837113
CCL22,-0.049962952,0.476529573
SCTR,-0.049967762,0.382970919
CHMP4B,-0.049979857,0.327785333
TMEM215,-0.050000917,0.443328876
PIGZ,-0.050003893,0.425224999
ATAD3C,-0.050034964,0.166428624
LIF,-0.050064429,0.444978217
PLAAT5,-0.050095238,0.427865583
CRTC1,-0.050133655,0.267518938
BAZ1A,-0.05013631,0.598383713
CYP17A1,-0.05015181,0.334230858
METTL27,-0.050177488,0.415955804
ASB9,-0.050186893,0.283100717
PDZK1P1,-0.050221,0.283696167
ZNHIT1,-0.050228786,0.288348876
RALGPS2,-0.050255976,0.717393787
SNORD115-41,-0.050259679,0.393074842
GARIN2,-0.050278464,0.29434462
SAMSN1,-0.050288631,0.741209678
TBC1D16,-0.050294726,0.352917765
OR8B12,-0.050334298,0.464342972
FAM217A,-0.050340619,0.275452571
LRRC7,-0.050365679,0.546019879
CCDC33,-0.050380619,0.362462879
KLHL13,-0.050395202,0.435990119
CUX2,-0.05044331,0.431552721
CYP7B1,-0.050449738,0.477235171
RSPH4A,-0.050460024,0.276809006
RNU5F-1,-0.050472488,0.464093691
CALD1,-0.05050981,0.601157116
HEXIM2,-0.05051294,0.334111785
IL1RAPL2,-0.050522512,0.326087829
LOC401286,-0.050550405,0.396173023
CSMD3,-0.050556893,0.221502049
LRR1,-0.050557524,0.455897622
MIPOL1,-0.05055825,0.303036337
TTC28,-0.050571083,0.477379192
UNC13B,-0.050575024,0.326144599
OGDHL,-0.050575917,0.323565765
PTPRT,-0.050583452,0.37853301
D2HGDH,-0.050609476,0.338986351
UQCC3,-0.050613583,0.235987131
ATP10D,-0.050627298,0.609178936
SLC7A11,-0.050654107,0.640996254
SNW1,-0.05066694,0.487002254
OTUB2,-0.050668905,0.338647615
ALOX5AP,-0.050706071,0.61050411
CLDN10,-0.050726798,0.603917237
TMEM19,-0.050750036,0.696226912
SS18,-0.050790679,0.486762317
CYLC2,-0.050810357,0.267107024
DSCAML1,-0.050813595,0.389212181
ZPBP2,-0.050835536,0.287064249
WDR62,-0.050835952,0.321909526
ADAMTS19,-0.05084244,0.357665493
UPF3A,-0.050853988,0.446290745
JMJD1C-AS1,-0.05085969,0.398750771
MARK1,-0.050871321,0.337878051
WNK3,-0.050881286,0.317439807
SAMD1,-0.050899714,0.295924341
SMC1B,-0.050944131,0.402577295
FBXL8,-0.050971417,0.301260786
STRA8,-0.051002524,0.284937032
SPOCK3,-0.05100869,0.292115542
SLC18A1,-0.051018071,0.377521081
ASL,-0.051032952,0.369463399
SCAND2P,-0.051050952,0.452954889
PIP4P2,-0.051050976,0.695442142
KCNN2,-0.051079488,0.305289064
LINC00470,-0.051094071,0.461133595
NDUFV1-DT,-0.051108048,0.335179511
NXPE4,-0.051119429,0.345058807
OR7D2,-0.051126202,0.47649257
LAMB2,-0.051180226,0.384758445
ALDH1A3,-0.051182595,0.293902394
SLC17A9,-0.05118394,0.180989195
BSX,-0.051194357,0.436115765
CAPN10,-0.051206869,0.194110018
OR2C1,-0.05120919,0.330745542
MIR187,-0.051239119,0.426063735
ZNF662,-0.051269988,0.465059761
MYOZ1,-0.051283226,0.449133264
PF4V1,-0.051285298,0.746415396
GFI1,-0.051286774,0.644704395
DICER1-AS1,-0.051298774,0.412088949
PRAMEF20,-0.051303762,0.460159384
HNRNPLL,-0.051318905,0.612791151
PODNL1,-0.051326512,0.424351165
CA12,-0.05132725,0.310630571
PRIM2,-0.051361667,0.643689261
KCNJ13,-0.051385726,0.304509944
C4B_2,-0.051405631,0.622163077
ALOXE3,-0.051405833,0.436748821
STH,-0.051413607,0.439599499
RANBP3L,-0.051424155,0.312285139
LOC100129860,-0.051472131,0.415987147
FRG1,-0.051521107,0.775509784
ZNF366,-0.051523571,0.373474983
SH3GLB1,-0.0515325,0.61233816
CAPZA3,-0.051536262,0.396381661
RHBDL2,-0.05154394,0.342259055
SPIRE1,-0.051550286,0.431095739
FBXL3,-0.051572381,0.421413802
FAHD1,-0.051594988,0.644008605
WNK4,-0.051611119,0.453216042
ZDHHC20,-0.051615345,0.506389298
PKD1L3,-0.05161831,0.749941204
CLDN5,-0.051623845,0.372894271
TFEC,-0.051658321,0.806159489
TSPAN6,-0.051660845,0.33467264
WIPI2,-0.051669774,0.410634305
MSL3P1,-0.051700679,0.625502006
RFXAP,-0.051706607,0.520680239
FXYD7,-0.051708643,0.334929308
CHST4,-0.051749298,0.398284619
PTOV1,-0.051755012,0.387334714
LINC01565,-0.051760702,0.338822542
GSTO2,-0.051761845,0.298637052
IAPP,-0.051766417,0.355288589
MAP6D1,-0.05178681,0.200607146
CDO1,-0.05180231,0.440441437
SNORD115-38,-0.051861571,0.222100534
MIR106A,-0.051862155,0.202018922
PCP4,-0.051924607,0.299970925
CEBPZ,-0.051927214,0.632853995
THAP9,-0.051931845,0.413798057
TCL6,-0.051932238,0.571835601
SNORD15B,-0.051944667,0.717466433
CRYGD,-0.051958988,0.384543732
CNKSR3,-0.05197844,0.32595554
CTTN,-0.052016464,0.678286709
DCX,-0.052040512,0.345870665
ADGRF4,-0.052066679,0.334052524
TRIM17,-0.052071286,0.282073891
LOC400943,-0.052079024,0.471091475
RGL3,-0.052082786,0.388379425
PMFBP1,-0.052114869,0.593700089
SPANXN1,-0.05214119,0.442659937
LRRC75B,-0.052143714,0.401991095
HERC4,-0.05214481,0.532910787
TRPM1,-0.052159262,0.278396802
GPC2,-0.052165524,0.454869617
PIH1D2,-0.052193167,0.224519161
CCL5,-0.05219869,0.712524915
GPR20,-0.052220845,0.419130651
GKN1,-0.052230488,0.268544999
VANGL1,-0.052259631,0.385177195
NT5C3A,-0.052282857,0.54630801
RHPN1,-0.052290679,0.459492866
NDUFA4L2,-0.052300821,0.3901467
FAM86C2P,-0.052303,0.43331964
ANGPTL3,-0.05230394,0.201734625
C7orf33,-0.05234325,0.306808615
SLC9A2,-0.052343286,0.218779925
SNRPD2P2,-0.052363929,0.320093772
S100A14,-0.052376929,0.429971266
RPL3L,-0.052395512,0.699407725
HOXA6,-0.052395548,0.451597635
CSTL1,-0.052404595,0.375198762
PTPN21,-0.052426048,0.385887247
ZNF33B,-0.052444857,0.589717794
DDX5,-0.052447619,0.496966269
SPHK2,-0.052469929,0.209857784
SCOC,-0.05248075,0.667143475
ARHGAP22,-0.052482869,0.238931408
DGCR6,-0.052515321,0.362270228
TBC1D17,-0.052547452,0.407208547
NR3C1,-0.052553619,0.500983145
LLGL2,-0.052557321,0.440834848
SIX5,-0.052631131,0.338538729
MRGPRX4,-0.05263756,0.385087405
SSBP1,-0.052645417,0.686862404
TTC41P,-0.052656345,0.222400018
SLFN13,-0.052668655,0.692067516
TEK,-0.052670798,0.652592747
SHISAL2B,-0.052761476,0.245615943
GINS4,-0.052774738,0.351063843
C22orf31,-0.052794036,0.179033359
KLRF1,-0.052820881,0.857990699
MIR146A,-0.052832393,0.3209754
KRTAP17-1,-0.052845321,0.406890769
FGF12,-0.05285506,0.392071147
CCDC80,-0.052891738,0.302621966
TBR1,-0.052897107,0.296680964
ABCB11,-0.052940357,0.359311537
SH2D4B,-0.052966167,0.44243616
TMX4,-0.053001595,0.709605157
SPDYE7P,-0.053003786,0.518269244
RRH,-0.053014238,0.414082941
ANKRD18A,-0.053021262,0.510840318
IFNL1,-0.053025464,0.396825844
LOC401557,-0.053051833,0.405180948
CRYGC,-0.053083333,0.371728658
LRCH2,-0.05308575,0.300463592
ALDH7A1,-0.053089417,0.467549706
MMP24,-0.053120845,0.346127224
GPR19,-0.053150679,0.322044935
LINC02907,-0.053160131,0.281836519
EFHC1,-0.053166762,0.700062282
TBX22,-0.053183714,0.278258746
OPA1,-0.053192571,0.578855198
ZNF296,-0.053192655,0.31165517
TPRXL,-0.053196476,0.322002762
TMEM145,-0.053211167,0.385089903
OR10K2,-0.053215774,0.29876258
FMO9P,-0.053246298,0.31665136
STX7,-0.053265333,0.542514488
CCNYL2,-0.053274893,0.264759397
SERPINE1,-0.05327606,0.443487633
SELENOP,-0.053277131,0.472217785
ATOH8,-0.053322798,0.378519326
MBL2,-0.053327012,0.390509734
ACYP1,-0.053335845,0.473094873
DISP3,-0.053391548,0.39237393
SPANXN4,-0.053399369,0.318543855
SLC25A22,-0.053409917,0.348123566
B9D2,-0.053413595,0.412571494
FAM186B,-0.053456226,0.22470495
ZNF605,-0.053457655,0.597534376
SLC51A,-0.053471536,0.363594232
OR5M9,-0.053508893,0.350110344
CACNG6,-0.053514238,0.458947807
ELOC,-0.053516321,0.366081034
GLIS3,-0.053525548,0.389769728
HSP90B1,-0.053529988,0.709698032
MYL5,-0.0535375,0.264667339
PRAC1,-0.053556536,0.310668225
PRDM10-DT,-0.053556619,0.366942918
TAS2R8,-0.053566071,0.372011844
KERA,-0.05358931,0.325262103
PTGER1,-0.053604369,0.426615077
UGT3A2,-0.053637774,0.349818173
TRIM45,-0.053653119,0.245463786
HLF,-0.053653821,0.327872521
C5orf46,-0.053661667,0.402274434
